;heat pump 1;heat pump 2;heat pump 3;heat pump 4;heat pump 5;heat pump 6;heat pump 7;ccet;plb;st-tes
invest;0.0;0.0;0.0;0.0;0.0;0.0;0.0;421302416.51439804;780000.0;2210858.25
op_cost_fix;0.0;0.0;0.0;0.0;0.0;0.0;0.0;14027455.458945299;25350.0;25416.0
op_cost_var;0.0;0.0;0.0;0.0;0.0;0.0;0.0;9585505.977706261;79.66701122380192;4067.689908707107
op_cost;0.0;0.0;0.0;0.0;0.0;0.0;0.0;23612961.436651558;25429.667011223803;29483.689908707107
