;heat pump 1;heat pump 2;heat pump 3;heat pump 4;heat pump 5;heat pump 6;heat pump 7;ccet;plb;st-tes
invest;0.0;0.0;0.0;0.0;0.0;0.0;0.0;421302416.5143983;3300000.0;2210858.25
op_cost_fix;0.0;0.0;0.0;0.0;0.0;0.0;0.0;14027455.458945306;107250.0;25416.0
op_cost_var;0.0;0.0;0.0;0.0;0.0;0.0;0.0;9585068.205604162;439.7943184532661;4062.104965557664
op_cost;0.0;0.0;0.0;0.0;0.0;0.0;0.0;23612523.66454947;107689.79431845326;29478.104965557664
