;heat pump 1;heat pump 2;heat pump 3;heat pump 4;heat pump 5;heat pump 6;heat pump 7;ccet;plb;st-tes
invest;0.0;0.0;0.0;0.0;0.0;0.0;0.0;421302416.51439804;3300000.0;2210858.25
op_cost_fix;0.0;0.0;0.0;0.0;0.0;0.0;0.0;14027455.458945299;107250.0;25416.0
op_cost_var;0.0;0.0;0.0;0.0;0.0;0.0;0.0;9585063.219374955;439.79431845327287;4065.2950401636763
op_cost;0.0;0.0;0.0;0.0;0.0;0.0;0.0;23612518.67832025;107689.79431845328;29481.295040163677
