;cap_hp1;cap_hp2;cap_hp3;cap_hp4;cap_hp5;cap_hp6;cap_hp7;cap_in_sub_st-tes;cap_out_sub_st-tes;cap_sub_hp1;cap_sub_hp2;cap_sub_hp3;cap_sub_hp4;cap_sub_hp5;cap_sub_hp6;cap_sub_hp7
0;50.0;0.0;24.180045499880293;0.0;0.0;11.973201864808324;0.0;35.283000282264;35.283000282264;0.0;0.0;6.705381846752141;0.0;12.013558355184442;0.0;0.0
