;heat pump 1;heat pump 2;heat pump 3;heat pump 4;heat pump 5;heat pump 6;heat pump 7;sub heat pump 1;sub heat pump 2;sub heat pump 3;sub heat pump 4;sub heat pump 5;sub heat pump 6;sub heat pump 7;ccet;plb;st-tes;sub st-tes
invest;14397335.49;1421408.49;7696578.595262504;1421408.49;1421408.49;4528676.357080334;1421408.49;1465475.88;1465475.88;3269064.2098498284;1465475.88;4696837.515262512;1465475.88;1465475.88;487378619.31230265;14820000.0;2210858.25;407572.81008
op_cost_fix;200000.0;0.0;96720.18199952117;0.0;0.0;47892.8074592333;0.0;0.0;0.0;26821.527387008566;0.0;48054.233420737764;0.0;0.0;16227492.665739167;481650.0;745536.0;2540.376
op_cost_var;151809.93202015338;0.0;73415.28078807576;0.0;0.0;36338.3227836085;0.0;0.0;0.0;24337.313826758986;0.0;43538.698457748746;0.0;0.0;8411417.24401299;25292.744368676646;5000.343480439415;88.63438595012894
op_cost;351809.9320201534;0.0;170135.46278759692;0.0;0.0;84231.1302428418;0.0;0.0;0.0;51158.84121376755;0.0;91592.9318784865;0.0;0.0;24638909.909752157;506942.7443686766;750536.3434804394;2629.010385950129
