;cap_hp1;cap_hp2;cap_hp3;cap_hp4;cap_hp5;cap_hp6;cap_hp7;cap_in_sub_st-tes;cap_out_sub_st-tes;cap_sub_hp1;cap_sub_hp2;cap_sub_hp3;cap_sub_hp4;cap_sub_hp5;cap_sub_hp6;cap_sub_hp7;cap_sub_st-tes
0;50.0;36.26266186374859;0.0;0.0;0.0;0.0;0.0;35.283000282264;35.283000282264;12.18893627092298;3.6821374174379695;2.827740172980679;0.0;0.0;0.0;0.0;846.7919999999999
