;heat pump 1;heat pump 2;heat pump 3;heat pump 4;heat pump 5;heat pump 6;heat pump 7;sub heat pump 1;sub heat pump 2;sub heat pump 3;sub heat pump 4;sub heat pump 5;sub heat pump 6;sub heat pump 7;ccet;plb;st-tes;sub st-tes
invest;28584739.13277478;0.0;0.0;0.0;0.0;0.0;0.0;9897903.317296427;7959502.843600266;4153800.459553588;4130590.8442772226;0.0;0.0;0.0;487378619.31230265;14820000.0;2210858.25;407572.81008
op_cost_fix;169873.58802601855;0.0;0.0;0.0;0.0;0.0;0.0;41789.90608724783;28763.75390443606;3189.2355890571775;3033.265765072375;0.0;0.0;0.0;16227492.665739167;481650.0;25416.0;2540.376
op_cost_var;135226.3735816187;0.0;0.0;0.0;0.0;0.0;0.0;37264.9337194759;25684.006505165427;2841.998108918173;2702.1252301846384;0.0;0.0;0.0;9248592.844664564;33478.11062909509;5091.938299565554;90.54559230884934
op_cost;305099.96160763723;0.0;0.0;0.0;0.0;0.0;0.0;79054.83980672373;54447.760409601484;6031.233697975351;5735.390995257014;0.0;0.0;0.0;25476085.51040373;515128.1106290951;30507.938299565554;2630.9215923088495
