;cap_hp1;cap_hp2;cap_hp3;cap_hp4;cap_hp5;cap_hp6;cap_hp7;cap_ice;cap_s-tes;cap_sol
0;13.183574710475654;10.069447415917084;9.278296329147796;8.98719363127667;8.509531465800485;6.841092128715029;0.0;0.0;68816.88643294359;161805.10297604848
