;cap_hp1;cap_hp2;cap_hp3;cap_hp4;cap_hp5;cap_hp6;cap_hp7;cap_ice;cap_s-tes;cap_sol
0;11.599865186770671;7.4806525022174695;6.0638816062592555;5.512223089652669;3.0070545227973122;2.357787582599898;0.8411751271550738;0.0;86434.62893454343;161805.10297604848
