;cap_hp1;cap_hp2;cap_hp3;cap_hp4;cap_hp5;cap_hp6;cap_hp7;cap_ice;cap_s-tes;cap_sol
0;17.59641150322298;9.441414392707427;8.632057821821393;8.392911656942024;6.489329462933318;0.9013851583793618;0.6838263414497786;0.0;61041.12127523449;161805.10297604848
