;H_ccet;H_plb;H_source;P_ccet;P_ccet_no_bonus;P_ccet_no_bonus_ext;P_ccet_no_bonus_int;P_ccet_with_bonus;P_in_hp1;P_in_hp2;P_in_hp3;P_in_hp4;P_in_hp5;P_in_hp6;P_in_hp7;P_source;P_spotmarket;Q_ccet;Q_demand;Q_in_st-tes;Q_out_hp1;Q_out_hp2;Q_out_hp3;Q_out_hp4;Q_out_hp5;Q_out_hp6;Q_out_hp7;Q_out_st-tes;Q_plb;storage_content_st-tes;Q_out_hp;P_in_hp;Emissions OM;Emissions DM
2040-01-01 00:00:00;1166.0050282662262;0.0;1166.0050282662212;594.9602585214807;594.9602585214807;576.4849494899579;18.475309031522798;0.0;4.252051721742636;4.205000250833108;4.120348603924151;3.4852561734822167;1.089805124814424;0.694640267674963;0.6282068890512968;0.0;576.4849494899579;320.11415889390435;157.89;205.4086314662395;9.938811342233388;9.82883250769731;9.630966441267462;8.146491589099867;2.5473273243465173;1.6236628862808153;1.4683804814145882;0.0;0.0;205.4086314662395;43.18447257233995;18.475309031522794;234.6002116871637;234.6002116871637
2040-01-01 01:00:00;1166.0050282662128;0.0;1166.0050282662128;594.9602585214737;594.9602585214737;576.484949489951;18.475309031522794;0.0;4.252051721742635;4.205000250833107;4.120348603924151;3.485256173482216;1.089805124814424;0.6946402676749631;0.6282068890512968;0.0;576.484949489951;320.11415889390065;156.96;206.3386314662406;9.938811342233386;9.828832507697308;9.630966441267462;8.146491589099865;2.5473273243465173;1.6236628862808158;1.4683804814145882;0.0;0.0;411.7369925009068;43.18447257233995;18.475309031522794;234.600211687162;234.600211687162
2040-01-01 02:00:00;1086.9061974905287;0.0;1086.9061974905287;555.3780704324836;555.3780704324836;537.0700167351755;18.30805369730809;0.0;4.213558274590826;4.166932756474772;4.083047453418111;3.4537044584270022;1.0799392156667753;0.6883517509345507;0.6225197877960496;0.0;537.0700167351755;298.3984874162148;154.9;186.6945928933735;9.941488629681142;9.831480169373622;9.633560802371125;8.148686066781725;2.5480135158070403;1.6241002637613877;1.468776029382655;0.0;0.0;598.4109985446553;43.196105477158696;18.30805369730809;218.68552693509437;218.68552693509437
2040-01-01 03:00:00;536.2345819074156;0.0;536.2345819074156;275.1589561116193;275.1589561116193;257.3451444282955;17.813811683323816;0.0;4.099809562570167;4.054442741329145;3.9728219958170428;3.3604686685685525;1.0507853065863022;0.6697690899190076;0.6057143185336004;0.0;257.3451444282955;147.21759345105346;143.27;47.1719835752829;9.947998278968345;9.837917785535614;9.639868821677526;8.15402179570746;2.54968194545423;1.6251637184931926;1.4697377783911671;0.0;0.0;645.553061570011;43.22439012422753;17.813811683323816;107.89039787977202;107.89039787977202
2040-01-01 04:00:00;536.234594314889;0.0;536.234594314889;274.7730655737828;274.7730655737828;256.79716968247095;17.975895891311833;0.0;4.137112886399112;4.091333281784127;4.008969885898993;3.3910448816944254;1.0603461859315644;0.6758631810885014;0.6112255885151071;0.0;256.79716968247095;147.21755498492573;155.22;35.214665266250165;9.946322839142288;9.836260885443643;9.63824527695135;8.152648497032093;2.549252528544878;1.6248900087536575;1.469490245456528;0.0;0.0;680.7354491831827;43.21711028132444;17.975895891311833;107.89040037615567;107.89040037615567
2040-01-01 05:00:00;536.2346061318876;0.0;536.2346061318876;274.3869311733325;274.3869311733325;256.24613281023915;18.140798363093385;0.0;4.175064827439017;4.1288652621164355;4.045746302912072;3.4221527433717878;1.0700733065191268;0.6820632341941444;0.6168326865408025;3.552713678800501e-15;256.24613281023915;147.21752096019588;176.6;13.8250976318231;9.944128699847603;9.834091025599902;9.63611909896216;8.150850038776474;2.5486901684410066;1.6245315612072224;1.469166078792842;0.0;0.0;694.5265100425466;43.20757667162721;18.14079836309339;107.89040275373578;107.89040275373578
2040-01-01 06:00:00;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;4.290545168894444;4.243067745191443;4.15764975443019;3.5168078885374285;1.099671033962072;0.7009287844153723;0.6338939903065439;18.642564365737492;0.0;0.0;202.66999999999996;0.0;9.93609784507732;9.826149036994554;9.628336992015567;8.14426743160278;2.5466318523014033;1.6232195933685525;1.4679795837495515;159.49731766489023;0.0;534.9944660521543;43.17268233510973;18.64256436573749;0.0;0.0
2040-01-01 07:00:00;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;4.329235539279018;4.281329983710329;4.195141728665641;3.5485210145908166;1.1095874147319644;0.7072494716974568;0.6396101854062533;18.810675338081484;0.0;0.0;205.65000000000003;0.0;9.933111717504138;9.823195952691734;9.625443356805441;8.141819808610325;2.545866504806695;1.6227317619421049;1.4675384071045292;162.49029249053194;0.0;372.47742383831974;43.159707509464965;18.81067533808148;0.0;0.0
2040-01-01 08:00:00;536.2346641103928;0.0;536.2346641103928;272.4603487645876;272.4603487645876;253.47771678388875;18.982631980698855;0.0;4.368810982215251;4.320467500928838;4.233491361201428;3.5809596032623747;1.1197306404853504;0.7137147496558617;0.645457142949754;3.552713678800501e-15;253.47771678388875;147.2173721701604;204.26000000000002;0.0;9.929018492906689;9.819148022048987;9.62147691581193;8.138464737404403;2.54481740723328;1.6220630686109567;1.4669336656623209;13.90070552016107;0.0;358.5580944469668;43.14192230967858;18.98263198069886;107.89041441901104;107.89041441901104
2040-01-01 09:00:00;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;4.368810982215251;4.320467500928838;4.233491361201429;3.5809596032623747;1.1197306404853504;0.7137147496558617;0.6454571429497538;18.982631980698855;0.0;0.0;202.25;0.0;9.929018492906689;9.819148022048987;9.621476915811932;8.138464737404403;2.54481740723328;1.6220630686109567;1.4669336656623206;159.10807769032144;0.0;199.432088851923;43.14192230967857;18.982631980698855;0.0;0.0
