;cap_ccet;cap_hp1;cap_hp2;cap_hp3;cap_hp4;cap_hp5;cap_hp6;cap_hp7;cap_in_st-tes;cap_out_st-tes;cap_plb;cap_st-tes
0;320.11415886894906;9.659910450602515;9.553017819633084;9.3607042303004;7.9178864078938815;2.4758447458396713;1.5780999903671564;1.4271750885946588;353.000002824;353.000002824;228.0;8472.0
