;heat pump 1;heat pump 2;heat pump 3;heat pump 4;heat pump 5;heat pump 6;heat pump 7;ccet;plb;st-tes
invest;11795813.851256767;4188490.7854449227;0.0;0.0;0.0;0.0;0.0;532753703.2373387;15360000.0;2210858.25
op_cost_fix;55506.09865022748;3684.41111998313;0.0;0.0;0.0;0.0;0.0;17738276.710061394;499200.0;25416.0
op_cost_var;35235.789787469956;2320.2744817853977;0.0;0.0;0.0;0.0;0.0;9004363.289972682;261055.25189075203;5165.220159614203
op_cost;90741.88843769743;6004.685601768528;0.0;0.0;0.0;0.0;0.0;26742640.000034075;760255.251890752;30581.220159614204
