;cap_ccet;cap_hp1;cap_hp2;cap_hp3;cap_hp4;cap_hp5;cap_hp6;cap_hp7;cap_in_st-tes;cap_out_st-tes;cap_plb;cap_st-tes
0;318.5492847845245;40.733370467408974;4.958311845868821;0.0;0.0;0.0;0.0;0.0;353.000002824;353.000002824;222.0;8472.0
