;cap_ccet;cap_hp1;cap_hp2;cap_hp3;cap_hp4;cap_hp5;cap_hp6;cap_hp7;cap_in_st-tes;cap_out_st-tes;cap_plb;cap_st-tes
0;324.6507819418732;13.876524662556871;0.9211027799957825;0.0;0.0;0.0;0.0;0.0;353.000002824;353.000002824;256.0;8472.0
