;cap_ccet;cap_hp1;cap_hp2;cap_hp3;cap_hp4;cap_hp5;cap_hp6;cap_hp7;cap_in_st-tes;cap_out_st-tes;cap_plb
0;190.610806908416;26.27546732926288;5.241392605818013;16.031637717068136;20.209663645336146;21.16756662194305;27.674347054172674;11.272339092416436;353.000002824;353.000002824;118.0
