timeindex;heat_demand;temp_feed_flow;temp_back_flow;T_foerde_scaled;T_hs_ff;T_cons_ff;T_cons_bf;solar_heat_flow;el_spot_price;co2_price;ef_om;ef_dm;hp_c_1;hp_c_0;hp_Q_max;hp_Q_min;biogas_price;ice_H_max;ice_H_min;ice_eta_el;ice_eta_th
2040-01-19 07:00:00;72.87;84.43;40.12;5.67;5;84;40;0.0;141.428571429;126.0;0.2613784750667742;0.7786856682097896;3.14299832784045;-0.118018210138779;0.9700701101650794;0.2907245209464165;124.82;2.6909435726880875;1.5656651556114982;0.4350227955399955;0.3523585378594898
2040-01-19 08:00:00;75.51;84.48;40.13;5.67;5;84;40;0.0;141.428571429;126.0;0.2256932789487835;0.7021158320552868;3.14299832784045;-0.118018210138779;0.9700701101650794;0.2907245209464165;124.82;2.6909435726880875;1.5656651556114982;0.4350227955399955;0.3523585378594898
2040-01-19 09:00:00;75.79;84.43;40.34;5.67;5;84;40;0.0;137.185714286;126.0;0.1732925050941826;0.5895458035090244;3.14299832784045;-0.118018210138779;0.9700701101650794;0.2907245209464165;124.82;2.6909435726880875;1.5656651556114982;0.4350227955399955;0.3523585378594898
2040-01-19 10:00:00;74.73;84.24;40.49;5.67;5;84;40;0.0;125.164285714;126.0;0.157745540879803;0.5895458035090242;3.14299832784045;-0.118018210138779;0.9700701101650794;0.2907245209464165;124.82;2.6909435726880875;1.5656651556114982;0.4350227955399955;0.3523585378594898
2040-01-19 11:00:00;72.2;83.59;40.6;5.67;5;83;40;0.0;122.047058824;126.0;0.151842665804501;0.5866116554208299;3.18782128883684;-0.1215500854062717;0.971888096256765;0.2909575407506682;124.82;2.6909435726880866;1.5656651556114982;0.4350289705709897;0.3523585378594898
2040-01-19 12:00:00;67.14;82.82;40.6;5.67;5;82;40;5.147195035843725e-05;125.164285714;126.0;0.1586880386117445;0.5895458035090244;3.228206116160237;-0.1240604178116512;0.9752020930791367;0.2914755329738013;124.82;2.690943572688086;1.5656651556114989;0.435036015593531;0.3523585378594898
2040-01-19 13:00:00;63.29;82.62;40.43;5.67;5;82;40;0.0001397638504074;125.821710127;126.0;0.1746483464630042;0.5895458035090246;3.228206116160237;-0.1240604178116512;0.9752020930791367;0.2914755329738013;124.82;2.690943572688086;1.5656651556114989;0.435036015593531;0.3523585378594898
2040-01-19 14:00:00;61.77;82.67;40.38;5.67;5;82;40;3.522053331580764e-05;141.428571429;126.0;0.3221210179835722;0.8110257492796255;3.228206116160237;-0.1240604178116512;0.9752020930791367;0.2914755329738013;124.82;2.690943572688086;1.5656651556114989;0.435036015593531;0.3523585378594898
2040-01-19 15:00:00;63.78;83.29;40.29;5.67;5;83;40;0.0001844156544518;141.428571429;126.0;0.392744864821595;0.8977659830814455;3.18782128883684;-0.1215500854062717;0.971888096256765;0.2909575407506682;124.82;2.6909435726880866;1.5656651556114982;0.4350289705709897;0.3523585378594898
2040-01-19 16:00:00;68.55;83.73;39.88;5.67;5;83;40;0.0;141.428571429;126.0;0.3943817987814684;0.9472385280912146;3.18782128883684;-0.1215500854062717;0.971888096256765;0.2909575407506682;124.82;2.6909435726880866;1.5656651556114982;0.4350289705709897;0.3523585378594898
2040-01-19 17:00:00;70.8;83.86;39.87;5.67;5;83;40;0.0;141.428571429;126.0;0.4242923862925111;0.9659028474191016;3.18782128883684;-0.1215500854062717;0.971888096256765;0.2909575407506682;124.82;2.6909435726880866;1.5656651556114982;0.4350289705709897;0.3523585378594898
2040-01-19 18:00:00;69.78;83.72;40.19;5.67;5;83;40;0.0;141.428571429;126.0;0.4146302803090794;0.9391355355095814;3.18782128883684;-0.1215500854062717;0.971888096256765;0.2909575407506682;124.82;2.6909435726880866;1.5656651556114982;0.4350289705709897;0.3523585378594898
2040-01-19 19:00:00;67.09;82.79;40.11;5.67;5;82;40;0.0;141.428571429;126.0;0.3820657268509644;0.8649222695588502;3.228206116160237;-0.1240604178116512;0.9752020930791367;0.2914755329738013;124.82;2.690943572688086;1.5656651556114989;0.435036015593531;0.3523585378594898
2040-01-19 20:00:00;63.73;81.42;40.19;5.67;5;81;40;0.0;141.428571429;126.0;0.268453840168166;0.6912991562994794;3.2687743197839785;-0.1264949436186651;0.9786522539610324;0.2920193505515811;124.82;2.6909435726880857;1.565665155611498;0.435043925476487;0.3523585378594898
2040-01-19 21:00:00;63.26;80.87;40.06;5.67;5;80;40;0.0;137.185714286;126.0;0.2178680879502872;0.5895458035090244;3.307891422290312;-0.1284293711646374;0.9828247480057368;0.2927387347403672;124.82;2.6909435726880875;1.5656651556114982;0.435053025194775;0.3523585378594898
2040-01-19 22:00:00;64.06;81.0;40.06;5.67;5;80;40;0.0;125.164285714;126.0;0.2235599392196491;0.5895458035090242;3.307891422290312;-0.1284293711646374;0.9828247480057368;0.2927387347403672;124.82;2.6909435726880875;1.5656651556114982;0.435053025194775;0.3523585378594898
2040-01-19 23:00:00;65.18;81.03;40.12;5.67;5;81;40;0.0;125.164285714;126.0;0.2307192311443594;0.5895458035090244;3.2687743197839785;-0.1264949436186651;0.9786522539610324;0.2920193505515811;124.82;2.6909435726880857;1.565665155611498;0.435043925476487;0.3523585378594898
2040-01-20 00:00:00;66.24;82.04;40.27;5.77;5;82;40;0.0;125.164285714;126.0;0.2365575242585656;0.5895458035090242;3.228206116160237;-0.1240604178116512;0.9752020930791367;0.2914755329738013;124.82;2.690943572688086;1.5656651556114989;0.435036015593531;0.3523585378594898
2040-01-20 01:00:00;66.74;83.38;40.44;5.77;5;83;40;0.0;125.164285714;126.0;0.2447564986101039;0.5895458035090244;3.18782128883684;-0.1215500854062717;0.971888096256765;0.2909575407506682;124.82;2.6909435726880866;1.5656651556114982;0.4350289705709897;0.3523585378594898
2040-01-20 02:00:00;66.46;83.88;40.14;5.77;5;83;40;0.0;125.164285714;126.0;0.2569565190181219;0.5895458035090242;3.18782128883684;-0.1215500854062717;0.971888096256765;0.2909575407506682;124.82;2.6909435726880866;1.5656651556114982;0.4350289705709897;0.3523585378594898
2040-01-20 03:00:00;66.89;84.29;39.81;5.77;5;84;40;0.0;137.185714286;126.0;0.270400012944904;0.5895458035090241;3.14299832784045;-0.118018210138779;0.9700701101650794;0.2907245209464165;124.82;2.6909435726880875;1.5656651556114982;0.4350227955399955;0.3523585378594898
2040-01-20 04:00:00;67.37;84.12;39.78;5.77;5;84;40;0.0;141.428571429;126.0;0.3939188608783562;0.7568550056771562;3.14299832784045;-0.118018210138779;0.9700701101650794;0.2907245209464165;124.82;2.6909435726880875;1.5656651556114982;0.4350227955399955;0.3523585378594898
2040-01-20 05:00:00;68.89;84.19;40.02;5.77;5;84;40;0.0;151.632707775;126.0;0.595352339125087;1.0679135611094144;3.14299832784045;-0.118018210138779;0.9700701101650794;0.2907245209464165;124.82;2.6909435726880875;1.5656651556114982;0.4350227955399955;0.3523585378594898
2040-01-20 06:00:00;70.26;84.36;40.14;5.77;5;84;40;0.0;151.632707775;126.0;0.5757041766189995;1.0339769168101298;3.14299832784045;-0.118018210138779;0.9700701101650794;0.2907245209464165;124.82;2.6909435726880875;1.5656651556114982;0.4350227955399955;0.3523585378594898
2040-01-20 07:00:00;72.72;84.48;40.03;5.77;5;84;40;0.0;151.632707775;126.0;0.564787382905012;1.0356778904059982;3.14299832784045;-0.118018210138779;0.9700701101650794;0.2907245209464165;124.82;2.6909435726880875;1.5656651556114982;0.4350227955399955;0.3523585378594898
2040-01-20 08:00:00;76.35;84.55;40.0;5.77;5;84;40;0.0;151.632707775;126.0;0.5209763481963178;1.069949428743599;3.14299832784045;-0.118018210138779;0.9700701101650794;0.2907245209464165;124.82;2.6909435726880875;1.5656651556114982;0.4350227955399955;0.3523585378594898
2040-01-20 09:00:00;76.26;84.61;40.29;5.77;5;84;40;0.0;144.566152408;126.0;0.3746580171245943;0.8963486041902748;3.14299832784045;-0.118018210138779;0.9700701101650794;0.2907245209464165;124.82;2.6909435726880875;1.5656651556114982;0.4350227955399955;0.3523585378594898
2040-01-20 10:00:00;70.18;84.45;40.62;5.77;5;84;40;0.0;141.428571429;126.0;0.1765956503632618;0.5895458035090244;3.14299832784045;-0.118018210138779;0.9700701101650794;0.2907245209464165;124.82;2.6909435726880875;1.5656651556114982;0.4350227955399955;0.3523585378594898
2040-01-20 11:00:00;66.69;84.74;40.71;5.77;5;84;40;3.6733320469246194e-05;134.194946381;126.0;0.1639722354628999;0.5895458035090244;3.14299832784045;-0.118018210138779;0.9700701101650794;0.2907245209464165;124.82;2.6909435726880875;1.5656651556114982;0.4350227955399955;0.3523585378594898
2040-01-20 12:00:00;61.1;83.35;40.19;5.77;5;83;40;0.0002222363392479;134.194946381;126.0;0.1663692329963554;0.5895458035090244;3.18782128883684;-0.1215500854062717;0.971888096256765;0.2909575407506682;124.82;2.6909435726880866;1.5656651556114982;0.4350289705709897;0.3523585378594898
2040-01-20 13:00:00;58.85;82.67;40.2;5.77;5;82;40;9.896526151642528e-05;141.428571429;126.0;0.259357211212938;0.737805871895667;3.228206116160237;-0.1240604178116512;0.9752020930791367;0.2914755329738013;124.82;2.690943572688086;1.5656651556114989;0.435036015593531;0.3523585378594898
2040-01-20 14:00:00;58.64;82.65;40.22;5.77;5;82;40;0.000329682661376;151.632707775;126.0;0.4755268337713774;1.0356778904059984;3.228206116160237;-0.1240604178116512;0.9752020930791367;0.2914755329738013;124.82;2.690943572688086;1.5656651556114989;0.435036015593531;0.3523585378594898
2040-01-20 15:00:00;61.09;83.23;39.99;5.77;5;83;40;0.0003573111522077;151.632707775;126.0;0.517767439688344;1.0356778904059984;3.18782128883684;-0.1215500854062717;0.971888096256765;0.2909575407506682;124.82;2.6909435726880866;1.5656651556114982;0.4350289705709897;0.3523585378594898
2040-01-20 16:00:00;65.44;82.95;39.65;5.77;5;82;40;0.0;151.632707775;126.0;0.5683793068596839;1.1507535446687915;3.228206116160237;-0.1240604178116512;0.9752020930791367;0.2914755329738013;124.82;2.690943572688086;1.5656651556114989;0.435036015593531;0.3523585378594898
2040-01-20 17:00:00;68.38;82.8;39.65;5.77;5;82;40;0.0;151.632707775;126.0;0.5710106656387111;1.139635350953746;3.228206116160237;-0.1240604178116512;0.9752020930791367;0.2914755329738013;124.82;2.690943572688086;1.5656651556114989;0.435036015593531;0.3523585378594898
2040-01-20 18:00:00;68.23;83.07;40.09;5.77;5;83;40;0.0;151.632707775;126.0;0.5892981762120971;1.1286400813703223;3.18782128883684;-0.1215500854062717;0.971888096256765;0.2909575407506682;124.82;2.6909435726880866;1.5656651556114982;0.4350289705709897;0.3523585378594898
2040-01-20 19:00:00;66.69;82.97;40.04;5.77;5;82;40;0.0;151.632707775;126.0;0.5646353387971816;1.0356778904059984;3.228206116160237;-0.1240604178116512;0.9752020930791367;0.2914755329738013;124.82;2.690943572688086;1.5656651556114989;0.435036015593531;0.3523585378594898
2040-01-20 20:00:00;63.76;81.97;39.9;5.77;5;81;40;0.0;151.632707775;126.0;0.5851031875306746;1.0356778904059984;3.2687743197839785;-0.1264949436186651;0.9786522539610324;0.2920193505515811;124.82;2.6909435726880857;1.565665155611498;0.435043925476487;0.3523585378594898
2040-01-20 21:00:00;61.21;80.64;39.89;5.77;5;80;40;0.0;145.802650957;126.0;0.6027729449152179;1.0356778904059984;3.307891422290312;-0.1284293711646374;0.9828247480057368;0.2927387347403672;124.82;2.6909435726880875;1.5656651556114982;0.435053025194775;0.3523585378594898
2040-01-20 22:00:00;60.91;80.53;39.84;5.77;5;80;40;0.0;144.566152408;126.0;0.564716536403868;0.953933897931332;3.307891422290312;-0.1284293711646374;0.9828247480057368;0.2927387347403672;124.82;2.6909435726880875;1.5656651556114982;0.435053025194775;0.3523585378594898
2040-01-20 23:00:00;62.12;80.95;39.76;5.77;5;80;40;0.0;141.428571429;126.0;0.490630895144704;0.8299220980942404;3.307891422290312;-0.1284293711646374;0.9828247480057368;0.2927387347403672;124.82;2.6909435726880875;1.5656651556114982;0.435053025194775;0.3523585378594898
2040-01-21 00:00:00;64.8;82.06;39.76;5.67;5;82;40;0.0;141.428571429;126.0;0.4419277817277424;0.7594916201545665;3.228206116160237;-0.1240604178116512;0.9752020930791367;0.2914755329738013;124.82;2.690943572688086;1.5656651556114989;0.435036015593531;0.3523585378594898
