date;heat_demand;temp_feed_flow;temp_back_flow;T_foerde_scaled;T_hs_ff;T_cons_ff;T_cons_bf;solar_heat_flow;el_spot_price;co2_price;ef_om;ef_dm;hp_c_1;hp_c_0;hp_Q_max;hp_Q_min;biogas_price;ice_H_max;ice_H_min;ice_eta_el;ice_eta_th
2019-01-01 00:00:00;47.14;81.99;39.36;6.18;6;81;40;0.0;28.32;22.95;0.286195554;0.597355676;2.8899811745936246;-0.10955289566922888;1.029603631967826;0.30522238715899974;84.07;2.6909435726880857;1.565665155611498;0.435043925476487;0.3523585378594898
2019-01-01 01:00:00;45.44;80.58;39.24;6.18;6;80;40;0.0;10.07;22.95;0.257761652;0.581763038;2.925102596654566;-0.11090967425550795;1.029213320222967;0.3043701952770256;84.07;2.6909435726880875;1.5656651556114982;0.435053025194775;0.3523585378594898
2019-01-01 02:00:00;46.17;80.67;39.28;6.18;6;80;40;0.0;-4.08;22.95;0.253603107;0.588733567;2.925102596654566;-0.11090967425550795;1.029213320222967;0.3043701952770256;84.07;2.6909435726880875;1.5656651556114982;0.435053025194775;0.3523585378594898
2019-01-01 03:00:00;46.04;80.74;39.53;6.18;6;80;40;0.0;-9.91;22.95;0.249412139;0.606164132;2.925102596654566;-0.11090967425550795;1.029213320222967;0.3043701952770256;84.07;2.6909435726880875;1.5656651556114982;0.435053025194775;0.3523585378594898
2019-01-01 04:00:00;47.22;81.04;39.43;6.18;6;81;40;0.0;-7.41;22.95;0.241034346;0.605743968;2.8899811745936246;-0.10955289566922888;1.029603631967826;0.30522238715899974;84.07;2.6909435726880857;1.565665155611498;0.435043925476487;0.3523585378594898
2019-01-01 05:00:00;50.33;81.24;39.2;6.18;6;81;40;0.0;-12.55;22.95;0.235239654;0.605530196;2.8899811745936246;-0.10955289566922888;1.029603631967826;0.30522238715899974;84.07;2.6909435726880857;1.565665155611498;0.435043925476487;0.3523585378594898
2019-01-01 06:00:00;53.41;81.61;39.14;6.18;6;81;40;0.0;-17.25;22.95;0.228212169;0.603800258;2.8899811745936246;-0.10955289566922888;1.029603631967826;0.30522238715899974;84.07;2.6909435726880857;1.565665155611498;0.435043925476487;0.3523585378594898
2019-01-01 07:00:00;55.93;82.38;39.37;6.18;6;82;40;0.0;-15.07;22.95;0.224483986;0.599208076;2.854502451751661;-0.1079791019617964;1.0300047011356461;0.30610964995607237;84.07;2.690943572688086;1.5656651556114989;0.435036015593531;0.3523585378594898
2019-01-01 08:00:00;57.82;82.84;39.45;6.18;6;82;40;0.0;-4.93;22.95;0.220495689;0.597108381;2.854502451751661;-0.1079791019617964;1.0300047011356461;0.30610964995607237;84.07;2.690943572688086;1.5656651556114989;0.435036015593531;0.3523585378594898
2019-01-01 09:00:00;59.81;82.86;39.5;6.18;6;82;40;0.0;-6.33;22.95;0.224922144;0.607552058;2.854502451751661;-0.1079791019617964;1.0300047011356461;0.30610964995607237;84.07;2.690943572688086;1.5656651556114989;0.435036015593531;0.3523585378594898
2019-01-01 10:00:00;58.95;83.18;39.68;6.18;6;83;40;0.0;-4.93;22.95;0.220612911;0.617609861;2.8195656639404283;-0.10636807845346845;1.0303969281044902;0.30699942918940637;84.07;2.6909435726880866;1.5656651556114982;0.4350289705709897;0.3523585378594898
