;cap_hp1;cap_hp2;cap_hp3;cap_hp4;cap_hp5;cap_hp6;cap_hp7;cap_ice;cap_s-tes;cap_sol
0;8.136263400628458;8.578511968724293;7.600238409634338;3.26625136799759;11.200027056883494;6.1565154423249275;11.071858954181376;0.0;12939.668735417115;161805.10297604848
