;cap_ccet;cap_hp1;cap_hp2;cap_hp3;cap_hp4;cap_hp5;cap_hp6;cap_hp7;cap_in_st-tes;cap_out_st-tes;cap_plb;cap_st-tes
0;46.15204163025936;36.30890966125337;34.844608746614085;32.61759042406936;32.601813158546406;31.006065034339553;22.290363742272728;13.652317784762372;353.000002824;353.000002824;303.0;8472.0
