;heat pump 1;heat pump 2;heat pump 3;heat pump 4;heat pump 5;heat pump 6;heat pump 7;ccet;plb;st-tes
invest;0.0;0.0;0.0;0.0;0.0;0.0;0.0;420699466.4538565;4020000.0;2210858.25
op_cost_fix;0.0;0.0;0.0;0.0;0.0;0.0;0.0;14007379.962611359;130650.0;25416.0
op_cost_var;0.0;0.0;0.0;0.0;0.0;0.0;0.0;9584302.154756043;687.9710166222562;4049.0691297443577
op_cost;0.0;0.0;0.0;0.0;0.0;0.0;0.0;23591682.1173674;131337.97101662226;29465.06912974436
