;H_ccet;H_plb;H_source;P_ccet;P_ccet_no_bonus;P_ccet_no_bonus_ext;P_ccet_no_bonus_int;P_ccet_with_bonus;P_in_hp1;P_in_hp2;P_in_hp3;P_in_hp4;P_in_hp5;P_in_hp6;P_in_hp7;P_source;P_spotmarket;Q_ccet;Q_demand;Q_in_st-tes;Q_out_hp1;Q_out_hp2;Q_out_hp3;Q_out_hp4;Q_out_hp5;Q_out_hp6;Q_out_hp7;Q_out_st-tes;Q_plb;storage_content_st-tes;Q_out_hp;P_in_hp;Emissions OM;Emissions DM
2040-01-01 00:00:00;159.5913030243576;0.0;159.59130302435756;81.43230998440629;81.43230998440629;0.0;81.43230998440629;0.0;19.74289079709175;19.74289079709145;16.868966709936895;8.05539968382508;6.59680279365389;5.740476556719895;5.254235494072371;0.5693528479850443;0.0;43.81407840958297;157.89;97.7547531461015;51.0007935734855;51.00079357348464;43.57673340817053;20.809099368933417;17.041181100677242;14.829077610348273;13.57299610141891;0.0;0.0;97.7547531461015;211.83067473651852;82.00166283239135;32.19161120527326;32.66596700312101
2040-01-01 01:00:00;159.59130302435761;0.0;159.59130302435761;81.4323099844063;81.4323099844063;1.4210854715202004e-14;81.43230998440629;0.0;19.74289079709175;19.742890797091416;16.868966709936895;8.05539968382508;6.59680279365389;5.740476556719895;5.254235494072371;0.5693528479850158;1.4210854715202004e-14;43.814078409582976;156.96;98.6847531461014;51.0007935734855;51.00079357348464;43.576733408170526;20.809099368933417;17.04118110067724;14.829077610348271;13.57299610141891;0.0;0.0;196.4346185545456;211.83067473651852;82.00166283239132;32.170118210796716;32.6432537870627
2040-01-01 02:00:00;159.52770380772344;0.0;159.52770380772344;81.51410722085816;81.51410722085816;0.0;81.5141072208582;0.0;19.62550589459648;19.625505894596714;16.768669239176994;8.007504858484541;6.557580318046324;5.7063455225258215;5.222995493431316;0.0;0.0;43.79662718559612;154.9;101.24919901049448;51.12644660132955;51.12644660133034;43.68409543359539;20.86036771515362;17.0831662513645;14.865612698752367;13.606436523372587;0.0;0.0;297.67399583411236;212.35257182489835;81.51410722085818;32.09697400611395;32.09697400611395
2040-01-01 03:00:00;156.00564587546484;0.0;156.00564587546484;80.0514403862587;80.0514403862587;0.0;80.05144038625888;0.0;19.273351187111743;19.27335118711158;16.467776826897264;7.863820382462917;6.439912891223618;5.603952419943598;5.129275491508144;0.0;0.0;42.82971767480777;143.27;113.49387958963537;51.507233518969464;51.50723351896903;44.00945213557238;21.015734568340427;17.210400719096985;14.976330951528956;13.707776502350365;0.0;0.0;411.152991723956;213.9341619148276;80.05144038625886;31.388335950143524;31.388335950143524
2040-01-01 04:00:00;157.17623470560525;0.0;157.17623470560525;80.5389959977903;80.5389959977903;0.0;80.53899599779201;0.0;19.390736089606744;19.390736089606577;16.56807429765717;7.911715207803457;6.479135366831184;5.6380834541376705;5.1605154921492;0.0;0.0;43.15107831612265;155.22;101.33536112700187;51.37965872446443;51.379658724463994;43.90044809033654;20.963682112097732;17.16777343774087;14.939237086977347;13.673824634798319;0.0;0.0;512.4677952013717;213.4042828108792;80.53899599779201;31.623858422767775;31.623858422767775
2040-01-01 05:00:00;158.35025670739822;0.0;158.35025670739822;81.02655160932677;81.02655160932677;1.7621459846850485e-12;81.02655160932501;0.0;19.50812099210175;19.508120992101418;16.668371768417085;7.959610033144001;6.518357842438756;5.672214488331749;5.191755492790259;0.0;1.7621459846850485e-12;43.47338267485891;176.6;79.75047971193328;51.25273238172336;51.252732381722495;43.791998103335224;20.911894234036023;17.125362827208303;14.90233176736516;13.6400453416838;0.0;0.0;592.1926515235449;212.87709703707435;81.02655160932503;31.860071649528454;31.86007164952687
2040-01-01 06:00:00;159.59133724172293;0.0;159.59133724172293;81.31777370824182;81.31777370824182;0.0;81.31777370824182;0.0;19.86027569958675;19.86027569958673;16.969264180696808;8.103294509165622;6.636025269261459;5.774607590913968;5.285475494713429;1.1714447356829538;0.0;43.814078409584084;202.66999999999996;52.45545207896788;50.87576556911164;50.87576556911164;43.469905423086246;20.758086041794375;16.99940479258664;14.792724254833212;13.539722018859992;0.0;0.0;644.6184939699367;211.31137366938376;82.48921844392477;32.16781284116719;33.20742077036957
2040-01-01 07:00:00;159.59137226630637;0.0;159.59137226630637;81.2030656068448;81.2030656068448;0.0;81.20306560684482;0.0;19.994270756494153;19.994270756494153;17.083753906517508;8.157966530104167;6.6807977888902865;5.8135682218974845;5.321136006199256;1.842698359752191;0.0;43.81407840958495;205.65000000000003;49.05909200304192;50.77552185176075;50.77552185176075;43.38425393728045;20.71718508066599;16.965909797276023;14.763577220828655;13.513043853885268;0.0;0.0;693.6453550482782;210.8950135934579;83.04576396659701;32.16648288758066;33.83639246306865
2040-01-01 08:00:00;159.59140740614816;0.0;159.59140740614816;81.08825003666485;81.08825003666485;1.4210854715202004e-14;81.08825003666483;0.0;20.136558439217627;20.13655843921729;17.205329120996733;8.216022068485186;6.728341170076947;5.854940030888313;5.359003459381193;2.5485026915984577;1.4210854715202004e-14;43.81407840958571;204.26000000000002;50.08314691313956;50.68741615124031;50.68741615123946;43.308973567029206;20.68123661499245;16.936470545582665;14.737959457272694;13.48959601619714;0.0;0.0;743.6938196936655;210.52906850355393;83.6367527282633;32.109791170117006;32.109791170117006
2040-01-01 09:00:00;159.59140740614814;0.0;159.59140740614814;81.08825003666483;81.08825003666483;0.0;81.08825003666485;0.0;20.136558439217627;20.136558439217627;17.205329120996733;8.216022068485188;6.728341170076948;5.854940030888314;5.359003459381193;2.5485026915987845;0.0;43.814078409585704;202.25;52.09314691313824;50.68741615124031;50.68741615124031;43.308973567029206;20.681236614992457;16.93647054558267;14.737959457272698;13.48959601619714;0.0;0.0;795.7497819158164;210.52906850355478;83.63675272826363;32.109791170117006;32.109791170117006
