;cap_ccet;cap_hp1;cap_hp2;cap_hp3;cap_hp4;cap_hp5;cap_hp6;cap_hp7;cap_in_st-tes;cap_out_st-tes;cap_plb;cap_st-tes
0;45.57746618577016;43.80359471519908;39.913008584549054;35.013325358575;28.13069534469472;23.211344828270327;19.312671976706728;14.794831848229732;353.000002824;353.000002824;304.0;8472.0
