;cap_ccet;cap_hp1;cap_hp2;cap_hp3;cap_hp4;cap_hp5;cap_hp6;cap_hp7;cap_in_st-tes;cap_out_st-tes;cap_plb;cap_st-tes
0;43.79294993486403;45.45929547626787;41.82717330901668;36.62378109034646;29.648333520319433;21.412165693063322;17.90748400069099;15.597272251525714;353.000002824;353.000002824;255.0;8472.0
