;heat pump 1;heat pump 2;heat pump 3;heat pump 4;heat pump 5;heat pump 6;heat pump 7;ccet;plb;st-tes
invest;0.0;0.0;0.0;0.0;0.0;0.0;0.0;411159719.35507256;16560000.0;2210858.25
op_cost_fix;0.0;0.0;0.0;0.0;0.0;0.0;0.0;13689749.746708665;538200.0;25416.0
op_cost_var;0.0;0.0;0.0;0.0;0.0;0.0;0.0;9560282.245318446;19937.487036503615;3901.968586647009
op_cost;0.0;0.0;0.0;0.0;0.0;0.0;0.0;23250031.99202711;558137.4870365036;29317.96858664701
