;cap_ccet;cap_hp1;cap_hp2;cap_hp3;cap_hp4;cap_hp5;cap_hp6;cap_hp7;cap_in_st-tes;cap_out_st-tes;cap_plb;cap_st-tes
0;0.0;50.0;50.0;50.0;46.929412591491705;42.25108707966356;41.59725154986066;31.141535606888013;353.000002824;353.000002824;28.0;8472.0
