;cap_ccet;cap_hp1;cap_hp2;cap_hp3;cap_hp4;cap_hp5;cap_hp6;cap_hp7;cap_in_st-tes;cap_out_st-tes;cap_plb;cap_st-tes
0;44.146488962519555;40.33568885548852;39.52784346692814;34.19041899728001;28.978760665457195;24.181696682561654;20.287047626624897;18.968110775783938;353.000002824;353.000002824;255.0;8472.0
