;heat pump 1;heat pump 2;heat pump 3;heat pump 4;heat pump 5;heat pump 6;heat pump 7;ccet;plb;st-tes
invest;11359230.143381542;0.0;0.0;0.0;0.0;0.0;0.0;369491226.6398687;12300000.0;2210858.25
op_cost_fix;153173.20532677998;0.0;0.0;0.0;0.0;0.0;0.0;12302378.341531992;399750.0;25416.0
op_cost_var;133331.23338763198;0.0;0.0;0.0;0.0;0.0;0.0;8667016.17154461;6283.440336978619;3185.8498790216267
op_cost;286504.4387144119;0.0;0.0;0.0;0.0;0.0;0.0;20969394.513076603;406033.44033697865;28601.849879021625
