;heat pump 1;heat pump 2;heat pump 3;heat pump 4;heat pump 5;heat pump 6;heat pump 7;ccet;plb;st-tes
invest;2165380.031645768;0.0;0.0;0.0;0.0;0.0;0.0;397343049.8373389;16380000.0;2210858.25
op_cost_fix;11466.95017081659;0.0;0.0;0.0;0.0;0.0;0.0;13229717.4548114;532350.0;25416.0
op_cost_var;8741.891142305363;0.0;0.0;0.0;0.0;0.0;0.0;9473650.02734129;41546.28447900919;3695.6477185009676
op_cost;20208.841313121953;0.0;0.0;0.0;0.0;0.0;0.0;22703367.48215269;573896.2844790092;29111.647718500968
