;cap_ccet;cap_hp1;cap_hp2;cap_hp3;cap_hp4;cap_hp5;cap_hp6;cap_hp7;cap_in_st-tes;cap_out_st-tes;cap_plb;cap_st-tes
0;44.90780078057679;50.0;42.50751257299343;28.585166154434877;24.804475841622082;20.473646240346877;19.65340870323403;18.760995229814373;353.000002824;353.000002824;254.0;8472.0
