;heat pump 1;heat pump 2;heat pump 3;heat pump 4;heat pump 5;heat pump 6;heat pump 7;ccet;plb;st-tes
invest;0.0;0.0;0.0;0.0;0.0;0.0;0.0;421302416.51439804;3300000.0;2210858.25
op_cost_fix;0.0;0.0;0.0;0.0;0.0;0.0;0.0;14027455.458945299;107250.0;25416.0
op_cost_var;0.0;0.0;0.0;0.0;0.0;0.0;0.0;9584743.76632277;439.79431845327287;4061.636622490556
op_cost;0.0;0.0;0.0;0.0;0.0;0.0;0.0;23612199.225268066;107689.79431845328;29477.636622490558
