;cap_ccet;cap_hp1;cap_hp2;cap_hp3;cap_hp4;cap_hp5;cap_hp6;cap_hp7;cap_in_st-tes;cap_out_st-tes;cap_plb;cap_st-tes
0;45.89248295247847;38.26209247284376;35.21214182221691;31.126932481914803;27.847693684749093;25.63845470162926;23.75599885225653;22.003369233749027;353.000002824;353.000002824;304.0;8472.0
