;heat pump 1;heat pump 2;heat pump 3;heat pump 4;heat pump 5;heat pump 6;heat pump 7;ccet;plb;st-tes
invest;0.0;0.0;0.0;0.0;0.0;0.0;0.0;415179971.7794379;15480000.0;2210858.25
op_cost_fix;0.0;0.0;0.0;0.0;0.0;0.0;0.0;13823605.878565375;503100.0;25416.0
op_cost_var;0.0;0.0;0.0;0.0;0.0;0.0;0.0;9569225.841205448;12807.818654515371;3973.807510440395
op_cost;0.0;0.0;0.0;0.0;0.0;0.0;0.0;23392831.719770823;515907.8186545154;29389.807510440394
