;cap_ccet;cap_hp1;cap_hp2;cap_hp3;cap_hp4;cap_hp5;cap_hp6;cap_hp7;cap_in_st-tes;cap_out_st-tes;cap_plb;cap_st-tes
0;11.240152896613159;50.0;50.0;50.0;46.21669323444286;43.05388744198634;42.49606253890618;10.998793624273612;353.000002824;353.000002824;7.0;8472.0
