;heat pump 1;heat pump 2;heat pump 3;heat pump 4;heat pump 5;heat pump 6;heat pump 7;ccet;plb;st-tes
invest;0.0;0.0;0.0;0.0;0.0;0.0;0.0;418115639.83043456;14640000.0;2210858.25
op_cost_fix;0.0;0.0;0.0;0.0;0.0;0.0;0.0;13921350.280717878;475800.0;25416.0
op_cost_var;0.0;0.0;0.0;0.0;0.0;0.0;0.0;9578640.957544297;5171.8759965435875;4006.3643482294906
op_cost;0.0;0.0;0.0;0.0;0.0;0.0;0.0;23499991.238262177;480971.87599654356;29422.36434822949
