;heat pump 1;heat pump 2;heat pump 3;heat pump 4;heat pump 5;heat pump 6;heat pump 7;ccet;plb;st-tes
invest;0.0;0.0;0.0;0.0;0.0;0.0;0.0;421110471.4767927;3840000.0;2210858.25
op_cost_fix;0.0;0.0;0.0;0.0;0.0;0.0;0.0;14021064.561670482;124800.0;25416.0
op_cost_var;0.0;0.0;0.0;0.0;0.0;0.0;0.0;9584549.09055129;547.7536009592383;4069.2937132159504
op_cost;0.0;0.0;0.0;0.0;0.0;0.0;0.0;23605613.652221773;125347.75360095924;29485.29371321595
