;cap_ccet;cap_hp1;cap_hp2;cap_hp3;cap_hp4;cap_hp5;cap_hp6;cap_hp7;cap_in_st-tes;cap_out_st-tes;cap_plb;cap_st-tes
0;46.357720537932046;50.0;37.536397145498306;32.96193529616604;24.899812245358852;22.311418175046775;20.541021176797496;15.97719781192019;353.000002824;353.000002824;307.0;8472.0
