;heat pump 1;heat pump 2;heat pump 3;heat pump 4;heat pump 5;heat pump 6;heat pump 7;ccet;plb;st-tes
invest;0.0;0.0;0.0;0.0;0.0;0.0;0.0;406360680.2751503;16560000.0;2210858.25
op_cost_fix;0.0;0.0;0.0;0.0;0.0;0.0;0.0;13529963.559161253;538200.0;25416.0
op_cost_var;0.0;0.0;0.0;0.0;0.0;0.0;0.0;9548748.390938364;29344.755824622913;3837.264023342808
op_cost;0.0;0.0;0.0;0.0;0.0;0.0;0.0;23078711.950099617;567544.7558246229;29253.264023342806
