;heat pump 1;heat pump 2;heat pump 3;heat pump 4;heat pump 5;heat pump 6;heat pump 7;ccet;plb;st-tes
invest;0.0;0.0;0.0;0.0;0.0;0.0;0.0;402944894.01125646;16560000.0;2210858.25
op_cost_fix;0.0;0.0;0.0;0.0;0.0;0.0;0.0;13416233.402874788;538200.0;25416.0
op_cost_var;0.0;0.0;0.0;0.0;0.0;0.0;0.0;9536381.359431123;39210.316974063;3787.775694977691
op_cost;0.0;0.0;0.0;0.0;0.0;0.0;0.0;22952614.76230591;577410.3169740629;29203.775694977692
