;cap_ccet;cap_hp1;cap_hp2;cap_hp3;cap_hp4;cap_hp5;cap_hp6;cap_hp7;cap_in_st-tes;cap_out_st-tes;cap_plb;cap_st-tes
0;43.0131181608101;50.0;43.26164966614854;38.513266783134405;22.93684690193625;20.875049454459937;19.31123934658994;15.470216781785677;353.000002824;353.000002824;110.0;8472.0
