;heat pump 1;heat pump 2;heat pump 3;heat pump 4;heat pump 5;heat pump 6;heat pump 7;ccet;plb;st-tes
invest;20547566.88012428;18964761.85592656;18738975.221895307;0.0;0.0;0.0;0.0;376186670.84254134;10200000.0;2210858.25
op_cost_fix;115123.7337736862;104341.540527037;102803.46408463416;0.0;0.0;0.0;0.0;12525306.199643707;331500.0;25416.0
op_cost_var;100349.29824896077;90948.54518528834;89670.54548097607;0.0;0.0;0.0;0.0;7654599.982538249;24495.567669929103;3960.600058556869
op_cost;215473.03202264698;195290.08571232535;192474.00956561023;0.0;0.0;0.0;0.0;20179906.182181954;355995.5676699291;29376.60005855687
