;heat pump 1;heat pump 2;heat pump 3;heat pump 4;heat pump 5;heat pump 6;heat pump 7;ccet;plb;st-tes
invest;0.0;0.0;0.0;0.0;0.0;0.0;0.0;480682040.6706719;14820000.0;2210858.25
op_cost_fix;0.0;0.0;0.0;0.0;0.0;0.0;0.0;16004527.035966689;481650.0;25416.0
op_cost_var;0.0;0.0;0.0;0.0;0.0;0.0;0.0;9428173.54778187;123300.62187865307;4741.784654920756
op_cost;0.0;0.0;0.0;0.0;0.0;0.0;0.0;25432700.583748557;604950.6218786531;30157.784654920757
