;cap_ccet;cap_hp1;cap_hp2;cap_hp3;cap_hp4;cap_hp5;cap_hp6;cap_hp7;cap_in_st-tes;cap_out_st-tes;cap_plb;cap_st-tes
0;190.45416431337694;50.0;35.732425624599905;15.344781005472065;12.078290735746753;11.377776029541605;3.193898559881575;0.18002155987869664;353.000002824;353.000002824;118.0;8472.0
