;cap_hp1;cap_hp2;cap_hp3;cap_hp4;cap_hp5;cap_hp6;cap_hp7;cap_in_sub_st-tes;cap_out_sub_st-tes;cap_sub_hp1;cap_sub_hp2;cap_sub_hp3;cap_sub_hp4;cap_sub_hp5;cap_sub_hp6;cap_sub_hp7;cap_sub_st-tes
0;34.01356199591187;3.0431077801003186;2.6505520535160985;2.4686112272618246;0.0;0.0;0.0;35.283000282264;35.283000282264;6.368621848526926;5.902173832488647;0.0;0.0;0.0;0.0;0.0;846.7919999999999
