;heat pump 1;heat pump 2;heat pump 3;heat pump 4;heat pump 5;heat pump 6;heat pump 7;sub heat pump 1;sub heat pump 2;sub heat pump 3;sub heat pump 4;sub heat pump 5;sub heat pump 6;sub heat pump 7;ccet;plb;st-tes;sub st-tes
invest;8535054.98478732;4350270.347744661;0.0;0.0;0.0;0.0;0.0;2447933.713076532;2439207.019631425;2015721.0554386065;1707746.2075892682;0.0;0.0;0.0;561223864.6626515;16200000.0;2210858.25;407572.81008
op_cost_fix;114687.93885942636;47823.892412284345;0.0;0.0;0.0;0.0;0.0;16149.813205962939;16015.424238024587;9493.842836977412;4751.104683771251;0.0;0.0;0.0;18686203.675699648;526500.0;25416.0;2540.376
op_cost_var;48934.26648853546;20435.577009890567;0.0;0.0;0.0;0.0;0.0;6449.4839758278085;6327.348025945604;3759.9525423227838;1903.502524368696;0.0;0.0;0.0;9989201.29227227;132901.83457485138;5191.801927991557;187.79340971955384
op_cost;163622.2053479618;68259.46942217491;0.0;0.0;0.0;0.0;0.0;22599.297181790746;22342.77226397019;13253.795379300196;6654.607208139947;0.0;0.0;0.0;28675404.967971917;659401.8345748514;30607.801927991557;2728.169409719554
