;H_ccet;H_plb;H_source;P_ccet;P_ccet_no_bonus;P_ccet_no_bonus_ext;P_ccet_no_bonus_int;P_ccet_with_bonus;P_in_hp3;P_in_hp4;P_in_hp1;P_in_hp5;P_in_hp6;P_in_hp7;P_in_hp2;P_in_sub_hp3;P_in_sub_hp2;P_in_sub_hp4;P_in_sub_hp5;P_in_sub_hp1;P_in_sub_hp6;P_in_sub_hp7;P_source;P_spotmarket;P_sub_source;Q_ccet;Q_demand;Q_in_st-tes;Q_in_sub_st-tes;Q_out_hp3;Q_out_hp4;Q_out_hp1;Q_out_hp5;Q_out_hp6;Q_out_hp7;Q_out_hp2;Q_out_prim;Q_out_st-tes;Q_out_sub_hp3;Q_out_sub_hp2;Q_out_sub_hp4;Q_out_sub_hp5;Q_out_sub_hp1;Q_out_sub_hp6;Q_out_sub_hp7;Q_out_sub_st-tes;Q_plb;Q_prim_to_sub;Q_sub_demand;storage_content_st-tes;storage_content_sub_st-tes;Q_out_hp;P_in_hp;Q_out_sub_hp;P_in_sub_hp;Emissions OM;Emissions DM;Sub Emissions OM;Sub Emissions DM
2040-01-01 00:00:00;1245.7234664243306;0.0;1245.7234664243306;635.6370149896742;635.6370149896742;618.9835576633426;16.65345732633159;0.0;1.0465911948915125;0.974750437606097;13.430520802107962;0.0;0.0;0.0;1.2015948917260177;0.0;2.145904066898611;0.0;0.0;2.3154945810077625;0.0;0.0;0.0;618.9835576633426;4.461398647906373;342.0000000015215;157.89;223.06392179826102;0.0;2.703605162743053;2.5180226322953807;34.69437308104906;0.0;0.0;0.0;3.1040182342952813;4.0660973136432865;0.0;0.0;6.0297941578218275;0.0;0.0;6.506327991263543;0.0;0.0;0.0;0.0;3.252877850914629;15.789;0.0;0.0;43.020019110382776;16.65345732633159;12.53612214908537;4.461398647906373;250.6395614445753;250.6395614445753;0.0;0.0
2040-01-01 01:00:00;1245.7234664243306;0.0;1245.7234664243306;635.6370149896742;635.6370149896742;618.9835576633426;16.65345732633159;0.0;1.0465911948915125;0.974750437606097;13.430520802107962;0.0;0.0;0.0;1.2015948917260177;0.0;2.162044733976599;0.0;0.0;2.332910842866545;0.0;0.0;0.0;618.9835576633426;4.494955576843144;342.0000000015215;156.96;221.8759100817123;1.7663650242867766;2.703605162743053;2.5180226322953807;34.69437308104906;0.0;0.0;0.0;3.1040182342952813;6.184109030192002;0.0;0.0;6.019671961271888;0.0;0.0;6.49540583886129;0.0;0.0;0.0;0.0;4.947287224153602;15.696000000000003;223.06392179826102;1.7663650242867766;43.020019110382776;16.65345732633159;12.515077800133177;4.494955576843144;250.6395614445753;250.6395614445753;0.0;0.0
2040-01-01 02:00:00;1245.723203096938;0.0;1245.723203096938;636.5290311402231;636.5290311402231;619.9745899349118;16.554441205311257;0.0;1.0403684990043143;0.9689548838418931;13.350667228940008;0.0;0.0;0.0;1.1944505935250407;0.0;2.145904066898611;0.0;0.0;2.3154945810077625;0.0;0.0;0.0;619.9745899349118;4.461398647906373;342.00000000151584;154.9;226.5336622207646;0.0;2.710266160562746;2.5242264018009246;34.77985122210055;0.0;0.0;0.0;3.1116657484278374;3.6923473136432894;0.0;0.0;6.0297941578218275;0.0;0.0;6.506327991263543;0.0;0.0;0.0;0.0;2.9538778509146315;15.490000000000002;444.9286786838834;1.7662767060355622;43.126009532892056;16.554441205311257;12.53612214908537;4.461398647906373;250.63950846310394;250.63950846310394;0.0;0.0
2040-01-01 03:00:00;0.0;112.50820037656494;112.50820037656494;0.0;0.0;0.0;0.0;0.0;1.021700411342719;0.9515682225492813;13.111106509436137;0.0;0.0;0.0;1.173017698922109;0.0;2.130643254977668;0.0;0.0;2.29902770914252;0.0;0.0;16.257392842250248;0.0;4.429670964120188;0.0;143.27;7.059999999999889;0.0;2.7304520714927545;2.543026699002492;35.03888961070756;0.0;0.0;0.0;3.1348412610603975;0.0;0.0;0.0;6.0416696287326275;0.0;0.0;6.519141979067114;0.0;0.0;1.7661883922002604;106.8827903577367;0.0;14.327000000000002;671.4400944707138;0.0;43.447209642263196;16.257392842250248;12.560811607799742;4.429670964120188;22.636649915764867;22.636649915764867;0.0;0.0
2040-01-01 04:00:00;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0279231072299175;0.957363776313485;13.190960082604093;0.0;0.0;0.0;1.1801619971230861;0.0;2.130643254977668;0.0;0.0;2.29902770914252;0.0;0.0;16.35640896327058;0.0;4.429670964120188;0.0;155.22;0.0;0.0;2.7236891988217105;2.5367280476018768;34.9521041470673;0.0;0.0;0.0;3.1270767840663383;3.7014854902503234;115.58188731269308;0.0;6.0416696287326275;0.0;0.0;6.519141979067114;0.0;0.0;0.0;0.0;2.961188392200259;15.522;678.4665224659902;0.0;43.33959817755723;16.35640896327058;12.560811607799742;4.429670964120188;0.0;0.0;0.0;0.0
2040-01-01 05:00:00;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.034145803117116;0.9631593300776894;13.270813655772054;0.0;0.0;0.0;1.1873062953240638;0.0;2.130643254977668;0.0;0.0;2.29902770914252;0.0;0.0;16.455425084290923;0.0;4.429670964120188;0.0;176.6;0.0;0.0;2.716960701253758;2.5304614117073596;34.86575980651255;0.0;0.0;0.0;3.1193517732444382;6.373985490250323;139.74145179753222;0.0;6.0416696287326275;0.0;0.0;6.519141979067114;0.0;0.0;0.0;0.0;5.099188392200259;17.66;562.8507118271739;0.0;43.23253369271811;16.455425084290923;12.560811607799742;4.429670964120188;0.0;0.0;0.0;0.0
2040-01-01 06:00:00;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0528138907787106;0.9805459913703009;13.51037437527592;0.0;0.0;0.0;1.2087391899269948;0.0;2.162044733976599;0.0;0.0;2.332910842866545;0.0;0.0;16.752473447351925;0.0;4.494955576843144;0.0;202.66999999999996;7.059999999999889;0.0;2.6969772980682496;2.5118497215889914;34.60932012548915;0.0;0.0;0.0;3.096408760438471;9.689902749833527;176.50534684424852;0.0;6.019671961271888;0.0;0.0;6.49540583886129;0.0;0.0;0.0;0.0;7.751922199866822;20.267;423.0811174940503;0.0;42.91455590558486;16.752473447351925;12.515077800133177;4.494955576843144;0.0;0.0;0.0;0.0
2040-01-01 07:00:00;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0599171082436492;0.9871616254078849;13.601527358781231;0.0;0.0;0.0;1.2168944179303929;0.0;2.1782944119249814;0.0;0.0;2.350444730710366;0.0;0.0;16.86550051036316;0.0;4.528739142635347;0.0;205.65000000000003;7.059999999999889;0.0;2.69166327425072;2.506900466266694;34.541127207592844;0.0;0.0;0.0;3.090307711714938;10.088078487447092;179.96807982762184;0.0;6.009792069495541;0.0;0.0;6.484745140546786;0.0;0.0;0.0;0.0;8.070462789957674;20.565;253.61461659392697;0.0;42.82999865982519;16.86550051036316;12.494537210042328;4.528739142635347;0.0;0.0;0.0;0.0
2040-01-01 08:00:00;0.0;95.50402853818775;95.50402853818775;0.0;0.0;0.0;0.0;0.0;1.067459926436304;0.9941866848293297;13.698321577132624;0.0;0.0;0.0;1.2255543530165578;0.0;2.1782944119249814;0.0;0.0;2.350444730710366;0.0;0.0;16.985522541414817;0.0;4.528739142635347;0.0;204.26000000000002;7.059999999999889;0.0;2.6869926993419013;2.502550491836884;34.48119143345595;0.0;0.0;0.0;3.084945408860439;9.914328487447094;87.74982134267346;0.0;6.009792069495541;0.0;0.0;6.484745140546786;0.0;0.0;0.0;90.72882711127838;7.931462789957675;20.426000000000002;80.69385603547533;0.0;42.755680033495175;16.985522541414817;12.494537210042328;4.528739142635347;19.215410541883376;19.215410541883376;0.0;0.0
2040-01-01 09:00:00;0.0;178.0604194252125;178.0604194252125;0.0;0.0;0.0;0.0;0.0;1.067459926436304;0.9941866848293297;13.698321577132624;0.0;0.0;0.0;1.2255543530165578;0.0;2.1782944119249814;0.0;0.0;2.350444730710366;0.0;0.0;16.985522541414817;0.0;4.528739142635347;0.0;202.25;0.0;0.0;2.6869926993419013;2.502550491836884;34.48119143345595;0.0;0.0;0.0;3.084945408860439;9.663078487447093;0.0;0.0;6.009792069495541;0.0;0.0;6.484745140546786;0.0;0.0;0.0;169.15739845395188;7.7304627899576746;20.225;0.0;0.0;42.755680033495175;16.985522541414817;12.494537210042328;4.528739142635347;35.82575638835275;35.82575638835275;0.0;0.0
