;cap_hp1;cap_hp2;cap_hp3;cap_hp4;cap_hp5;cap_hp6;cap_hp7;cap_in_sub_st-tes;cap_out_sub_st-tes;cap_sub_hp1;cap_sub_hp2;cap_sub_hp3;cap_sub_hp4;cap_sub_hp5;cap_sub_hp6;cap_sub_hp7;cap_sub_st-tes
0;13.425480061769855;0.0;0.0;0.0;0.0;0.0;0.0;35.283000282264;35.283000282264;6.3735553744672355;0.0;0.0;0.0;0.0;0.0;0.0;846.7919999999999
