;cap_hp1;cap_hp2;cap_hp3;cap_hp4;cap_hp5;cap_hp6;cap_hp7;cap_in_sub_st-tes;cap_out_sub_st-tes;cap_sub_hp1;cap_sub_hp2;cap_sub_hp3;cap_sub_hp4;cap_sub_hp5;cap_sub_hp6;cap_sub_hp7;cap_sub_st-tes
0;28.67198471485659;11.955973103071086;0.0;0.0;0.0;0.0;0.0;35.283000282264;35.283000282264;4.037453301490735;4.0038560595061465;2.373460709244353;1.1877761709428127;0.0;0.0;0.0;846.7919999999999
