;cap_hp1;cap_hp2;cap_hp3;cap_hp4;cap_hp5;cap_hp6;cap_hp7;cap_ice;cap_s-tes;cap_sol
0;16.54343241070217;14.185673967951795;11.208068791919525;6.332860130255938;4.419305597471919;2.6565957607908195;0.5162953163355724;0.0;13245.561941007532;161805.10297604848
