;cap_hp1;cap_hp2;cap_hp3;cap_hp4;cap_hp5;cap_hp6;cap_hp7;cap_ice;cap_s-tes;cap_sol
0;16.691285625143063;16.438464279794886;3.1258375465727544;2.0606363808385693;0.9614159998606507;1.3730879124905194e-11;0.0;0.0;66240.49717007793;161753.8763336812
