;H_bio_source;H_ice;P_ice;P_ice_no_bonus;P_ice_no_bonus_ext;P_ice_no_bonus_int;P_ice_no_bonus_node;P_ice_with_bonus;P_in_hp1;P_in_hp2;P_in_hp3;P_in_hp4;P_in_hp5;P_in_hp6;P_in_hp7;P_source;P_spotmarket;Q_demand;Q_ice;Q_in_s-tes;Q_out_hp1;Q_out_hp2;Q_out_hp3;Q_out_hp4;Q_out_hp5;Q_out_hp6;Q_out_hp7;Q_out_s-tes;Q_sol;storage_content_s-tes;Q_out_hp;P_in_hp;Emissions OM;Emissions DM
2019-01-01 00:00:00;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;7.6886881480946965;7.0061273811063955;4.796649972469631;1.7542796121766309;0.842985703895476;0.0;0.0;22.08873081774283;0.0;47.14;0.0;10.556894649903144;20.083246689766575;18.300363056024807;12.529095058360689;4.582268071686835;2.2019217740642394;0.0;0.0;0.0;0.0;6218.426027032305;57.69689464990314;22.08873081774283;6.321696553540783;13.194828729614802
2019-01-01 01:00:00;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;7.602815622116909;6.927878160439689;4.743077706117624;1.7346866180705725;0.8335706632068239;0.0;0.0;21.84202876995162;0.0;45.44;0.0;12.235022373111828;20.075633345354674;18.29342558376444;12.524345412184338;4.580530982781027;2.2010870490273478;0.0;0.0;0.0;0.0;6230.350128104065;57.67502237311183;21.842028769951618;5.630037418774258;12.706885013290458
2019-01-01 02:00:00;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;7.602815622116909;6.927878160439689;4.743077706117624;1.7346866180705725;0.8335706632068239;0.0;0.0;21.84202876995162;0.0;46.17;0.0;11.505022373111824;20.075633345354674;18.29342558376444;12.524345412184338;4.580530982781027;2.2010870490273478;0.0;0.0;0.0;0.0;6241.543632970772;57.67502237311183;21.842028769951618;5.53920635924312;12.85913550825024
2019-01-01 03:00:00;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;7.602815622116909;6.927878160439689;4.743077706117624;1.7346866180705725;0.8335706632068239;0.0;0.0;21.84202876995162;0.0;46.04;0.0;11.635022373111827;20.075633345354674;18.29342558376444;12.524345412184338;4.580530982781027;2.2010870490273478;0.0;0.0;0.0;0.0;6252.866578162235;57.67502237311183;21.842028769951618;5.447667115613173;13.239854410456752
2019-01-01 04:00:00;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;7.6886881480946965;7.0061273811063955;4.796649972469631;1.7542796121766309;0.842985703895476;0.0;0.0;22.08873081774283;0.0;47.22;0.0;10.476894649903146;20.083246689766575;18.300363056024807;12.529095058360689;4.582268071686835;2.2019217740642394;0.0;0.0;0.0;0.0;6263.03082948323;57.69689464990314;22.08873081774283;5.324142786624689;13.380115453623427
2019-01-01 05:00:00;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;7.6886881480946965;7.0061273811063955;4.796649972469631;1.7542796121766309;0.842985703895476;0.0;0.0;22.08873081774283;0.0;50.33;0.0;7.366894649903147;20.083246689766575;18.300363056024807;12.529095058360689;4.582268071686835;2.2019217740642394;0.0;0.0;0.0;0.0;6270.084572591659;57.69689464990314;22.08873081774283;5.196145394864961;13.375393501459058
2019-01-01 06:00:00;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;7.6886881480946965;7.0061273811063955;4.796649972469631;1.7542796121766309;0.842985703895476;0.0;0.0;22.08873081774283;0.0;53.41;0.0;4.286894649903147;20.083246689766575;18.300363056024807;12.529095058360689;4.582268071686835;2.2019217740642394;0.0;0.0;0.0;0.0;6274.057963012932;57.69689464990314;22.08873081774283;5.040917170374235;13.337181366645673
2019-01-01 07:00:00;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;7.776237521402147;7.085904587531399;4.851268353521928;1.7742552019903701;0.8525845936750645;0.0;0.0;22.340250258120907;0.0;55.92999999999999;0.0;1.7893697508104816;20.09106986636279;18.307491732686188;12.533975610033753;4.584053036682274;2.202779505045472;0.0;0.0;0.0;0.0;6275.533629865592;57.71936975081047;22.34025025812091;5.01502842618051;13.386458374527132
2019-01-01 08:00:00;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;7.776237521402147;7.085904587531399;4.851268353521928;1.7742552019903701;0.8525845936750645;0.0;0.0;22.340250258120907;0.0;57.82;0.0;0.0;20.09106986636279;18.307491732686188;12.533975610033753;4.584053036682274;2.202779505045472;0.0;0.0;0.10063024918951902;0.0;6275.119222934909;57.71936975081047;22.34025025812091;4.925928873096797;13.339550662761406
2019-01-01 09:00:00;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;7.776237521402147;7.085904587531399;4.851268353521928;1.7742552019903701;0.8525845936750645;0.0;0.0;22.340250258120907;0.0;59.809999999999995;0.0;0.0;20.09106986636279;18.307491732686188;12.533975610033753;4.584053036682274;2.202779505045472;0.0;0.0;2.090630249189514;0.0;6272.714836724573;57.71936975081047;22.34025025812091;5.024816985553108;13.572865020556389
2019-01-01 10:00:00;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;7.864159982990765;7.166021761447856;4.906119488700693;1.7943159170104637;0.8622243887536138;0.0;0.0;22.59284153890339;0.0;58.95;0.0;0.0;20.098720568758452;18.31446324648757;12.538748562288895;4.585798649324253;2.2036183260016715;0.0;0.0;1.2086506471391614;0.0;6271.192550335598;57.741349352860844;22.592841538903393;4.984272539659196;13.953561722437149
