;heat pump 1;heat pump 2;heat pump 3;heat pump 4;heat pump 5;heat pump 6;heat pump 7;ice;solar;s-tes
invest;5970073.7127290955;5329906.83483539;4521442.246360781;3197749.771580846;2678190.9360698117;2199588.7042549495;1618464.9434666657;0.0;32637015.8804664;1284847.371282503
op_cost_fix;66173.72964280868;56742.69587180718;44832.2751676781;25331.440521023753;17677.222389887676;10626.383043163278;2065.1812653422894;0.0;8167.6511665839125;39736.6858230226
op_cost_var;81292.58247794605;69515.37233918047;54774.98964308212;31033.080150416423;21669.61830204939;12982.878981605356;2508.056777500818;0.0;19057.85272202913;1002.4417377141835
op_cost;147466.31212075474;126258.06821098764;99607.26481076021;56364.52067144017;39346.84069193707;23609.262024768635;4573.238042843108;0.0;27225.503888613042;40739.127560736786
