;heat pump 1;heat pump 2;heat pump 3;heat pump 4;heat pump 5;heat pump 6;heat pump 7;ice;solar;s-tes
invest;13634383.229017036;13483609.490603806;5544428.177002475;4909179.750099698;4253643.462402897;0.0;0.0;0.0;32627041.54093107;5666468.616022043
op_cost_fix;66765.14250057226;65753.85711917955;12503.350186291018;8242.545523354276;3845.6639994426027;5.4923516499620776e-08;0.0;0.0;8165.065331294444;198721.49151023378
op_cost_var;121243.26029739158;119238.70555708153;22952.079664644454;15052.987389090173;7002.878579256216;9.979001326107451e-08;0.0;0.0;19051.819106353705;1205.8954729987815
op_cost;188008.40279796382;184992.56267626106;35455.42985093547;23295.532912444447;10848.542578698818;1.5471352976069528e-07;0.0;0.0;27216.88443764815;199927.38698323257
