;cap_hp1;cap_hp2;cap_hp3;cap_hp4;cap_hp5;cap_hp6;cap_hp7;cap_ice;cap_s-tes;cap_sol
0;19.505804045565135;17.77418269305083;12.168852818064078;4.450516615728126;2.1386111176160334;0.0;0.0;0.0;12416.359082718938;159890.9822903383
