date;heat_demand;temp_feed_flow;temp_back_flow;T_foerde_scaled;T_hs_ff;T_cons_ff;el_spot_price;gas_price;co2_price;ef_om;ef_dm;ccet_H_max;ccet_H_min;ccet_eta_el;ccet_eta_th
2019-01-02 04:00:00;205.04;106.85;50;6.069655989754669;6;106;-48.93;24.134;22.95;0.22266861;0.623713355;3.642452622548899;1.6751361365226929;0.5004973907740338;0.2745402901968375
2019-01-02 05:00:00;213.05;105.15;50;6.069655989754669;6;105;-29.91;24.134;22.95;0.234112988;0.637443893;3.642452039299752;1.6751361042914723;0.5011783883111377;0.2745403341576318
2019-01-02 06:00:00;219.87;102.1;50;6.069655989754669;6;102;-0.01;24.134;22.95;0.241984991;0.613283026;3.6424504789979215;1.6751360034517804;0.5032124652240861;0.2745404517609743
2019-01-02 07:00:00;234.99;102.18;50;6.069655989754669;6;102;37.43;24.134;22.95;0.256639976;0.615004369;3.6424504789979215;1.6751360034517804;0.5032124652240861;0.2745404517609743
2019-01-02 08:00:00;256.44;103.67;50;6.069655989754669;6;103;48.06;24.134;22.95;0.281172976;0.63087509;3.642450968822616;1.6751360372344817;0.5025347708305133;0.2745404148418406
2019-01-02 09:00:00;263.88;104.39;50;6.069655989754669;6;104;50.74;24.134;22.95;0.295354867;0.647024406;3.6424514883771058;1.6751360709009382;0.5018569756063949;0.2745403756818886
2019-01-02 10:00:00;253.68;104.42;50;6.069655989754669;6;104;47.57;24.134;22.95;0.29213302;0.654455279;3.6424514883771058;1.6751360709009382;0.5018569756063949;0.2745403756818886
2019-01-02 11:00:00;230.03;103.16;50;6.069655989754669;6;103;43.94;24.134;22.95;0.284810527;0.653735052;3.642450968822616;1.6751360372344817;0.5025347708305133;0.2745404148418406
2019-01-02 12:00:00;229.25;104.5;50;6.069655989754669;6;104;40.97;24.134;22.95;0.281872988;0.654162232;3.6424514883771058;1.6751360709009382;0.5018569756063949;0.2745403756818886
2019-01-02 13:00:00;229.82;105.01;50;6.069655989754669;6;105;44.95;24.134;22.95;0.286202569;0.651740813;3.642452039299752;1.6751361042914723;0.5011783883111377;0.2745403341576318
2019-01-02 14:00:00;250.39;108.78;50;6.069655989754669;6;108;49.64;24.134;22.95;0.314511991;0.666871096;3.642453906793362;1.6751362002796806;0.499133224648443;0.2745401934004007
2019-01-02 15:00:00;237.23;105.33;50;6.069655989754669;6;105;53.67;24.134;22.95;0.359471854;0.683520315;3.642452039299752;1.6751361042914723;0.5011783883111377;0.2745403341576318
2019-01-02 16:00:00;253.36;105.73;50;6.069655989754669;6;105;56.01;24.134;22.95;0.40043137;0.695967443;3.642452039299752;1.6751361042914723;0.5011783883111377;0.2745403341576318
2019-01-02 17:00:00;262.13;105.78;50;6.069655989754669;6;105;56.95;24.134;22.95;0.414566829;0.702367344;3.642452039299752;1.6751361042914723;0.5011783883111377;0.2745403341576318
2019-01-02 18:00:00;258.44;105.16;50;6.069655989754669;6;105;62.08;24.134;22.95;0.430174714;0.706105623;3.642452039299752;1.6751361042914723;0.5011783883111377;0.2745403341576318
2019-01-02 19:00:00;257.52;105.0;50;6.069655989754669;6;105;62.11;24.134;22.95;0.440842977;0.711553269;3.642452039299752;1.6751361042914723;0.5011783883111377;0.2745403341576318
2019-01-02 20:00:00;262.07;106.66;50;6.069655989754669;6;106;57.99;24.134;22.95;0.452666137;0.717839405;3.642452622548899;1.6751361365226929;0.5004973907740338;0.2745402901968375
2019-01-02 21:00:00;245.97;104.9;50;6.069655989754669;6;104;55.64;24.134;22.95;0.456186171;0.715809136;3.6424514883771058;1.6751360709009382;0.5018569756063949;0.2745403756818886
2019-01-02 22:00:00;233.6;105.19;50;6.069655989754669;6;105;55.13;24.134;22.95;0.463822373;0.713600236;3.642452039299752;1.6751361042914723;0.5011783883111377;0.2745403341576318
2019-01-02 23:00:00;223.1;104.95;50;6.069655989754669;6;104;50.76;24.134;22.95;0.462299635;0.705295654;3.6424514883771058;1.6751360709009382;0.5018569756063949;0.2745403756818886
2019-01-03 00:00:00;220.31;105.31;50;5.815349658890706;5;105;42.91;24.134;22.95;0.458253659;0.69886676;3.642452039299752;1.6751361042914723;0.5011783883111377;0.2745403341576318
2019-01-03 01:00:00;227.53;106.31;50;5.815349658890706;5;106;45.22;24.134;22.95;0.460614319;0.703710627;3.642452622548899;1.6751361365226929;0.5004973907740338;0.2745402901968375
2019-01-03 02:00:00;239.76;108.95;50;5.815349658890706;5;108;45.63;24.134;22.95;0.467349733;0.707269645;3.642453906793362;1.6751362002796806;0.499133224648443;0.2745401934004007
2019-01-03 03:00:00;235.34;108.65;50;5.815349658890706;5;108;44.0;24.134;22.95;0.463355939;0.705287242;3.642453906793362;1.6751362002796806;0.499133224648443;0.2745401934004007
2019-01-03 04:00:00;244.06;110.03;50;5.815349658890706;5;110;43.88;24.134;22.95;0.455261693;0.701503343;3.642455361608576;1.675136263991682;0.497766311887429;0.2745400837476214
2019-01-03 05:00:00;279.62;114.31;50;5.815349658890706;5;114;45.92;24.134;22.95;0.45954402;0.705571276;3.6424575805529553;1.675136391708467;0.4950565724633197;0.2745399165012817
2019-01-03 06:00:00;296.38;116.7;50;5.815349658890706;5;116;51.07;24.134;22.95;0.477814815;0.710550464;3.6424589191326655;1.675136456111732;0.4937235287358782;0.2745398156096792
2019-01-03 07:00:00;289.94;115.85;50;5.815349658890706;5;115;52.77;24.134;22.95;0.486151414;0.709316637;3.642458042345152;1.675136423781221;0.4943906609402805;0.2745398816951718
2019-01-03 08:00:00;271.32;110.88;50;5.815349658890706;5;110;62.89;24.134;22.95;0.491310306;0.71441138;3.642455361608576;1.675136263991682;0.497766311887429;0.2745400837476214
2019-01-03 09:00:00;272.66;108.49;50;5.815349658890706;5;108;60.03;24.134;22.95;0.49638404;0.718053598;3.642453906793362;1.6751362002796806;0.499133224648443;0.2745401934004007
2019-01-03 10:00:00;271.47;108.25;50;5.815349658890706;5;108;58.19;24.134;22.95;0.504193819;0.720117303;3.642453906793362;1.6751362002796806;0.499133224648443;0.2745401934004007
2019-01-03 11:00:00;264.86;108.4;50;5.815349658890706;5;108;62.99;24.134;22.95;0.512028166;0.720044475;3.642453906793362;1.6751362002796806;0.499133224648443;0.2745401934004007
2019-01-03 12:00:00;251.1;107.54;50;5.815349658890706;5;107;63.52;24.134;22.95;0.522100415;0.724085938;3.642453241731887;1.675136168413184;0.499815854674825;0.2745402435276113
2019-01-03 13:00:00;243.35;106.37;50;5.815349658890706;5;106;64.67;24.134;22.95;0.533125466;0.724980773;3.642452622548899;1.6751361365226929;0.5004973907740338;0.2745402901968375
2019-01-03 14:00:00;245.38;105.97;50;5.815349658890706;5;105;65.24;24.134;22.95;0.545709676;0.720940925;3.642452039299752;1.6751361042914723;0.5011783883111377;0.2745403341576318
2019-01-03 15:00:00;259.8;106.11;50;5.815349658890706;5;106;67.76;24.134;22.95;0.561495265;0.719638926;3.642452622548899;1.6751361365226929;0.5004973907740338;0.2745402901968375
2019-01-03 16:00:00;281.15;107.65;50;5.815349658890706;5;107;68.41;24.134;22.95;0.564785152;0.720649807;3.642453241731887;1.675136168413184;0.499815854674825;0.2745402435276113
2019-01-03 17:00:00;302.07;110.58;50;5.815349658890706;5;110;69.55;24.134;22.95;0.55623213;0.71936107;3.642455361608576;1.675136263991682;0.497766311887429;0.2745400837476214
2019-01-03 18:00:00;296.72;111.44;50;5.815349658890706;5;111;67.28;24.134;22.95;0.550355591;0.716551995;3.642456116380116;1.675136295850984;0.4970770471780881;0.2745400268587591
2019-01-03 19:00:00;272.67;110.01;50;5.815349658890706;5;110;69.46;24.134;22.95;0.551381031;0.721146312;3.642455361608576;1.675136263991682;0.497766311887429;0.2745400837476214
2019-01-03 20:00:00;278.35;112.54;50;5.815349658890706;5;112;68.38;24.134;22.95;0.556753502;0.72691291;3.642456819203983;1.67513632774787;0.4963901879543583;0.2745399738853643
2019-01-03 21:00:00;230.56;106.72;50;5.815349658890706;5;106;61.72;24.134;22.95;0.562722434;0.728968625;3.642452622548899;1.6751361365226929;0.5004973907740338;0.2745402901968375
2019-01-03 22:00:00;210.03;105.92;50;5.815349658890706;5;105;53.72;24.134;22.95;0.568587789;0.729574092;3.642452039299752;1.6751361042914723;0.5011783883111377;0.2745403341576318
2019-01-03 23:00:00;199.26;104.01;50;5.815349658890706;5;104;49.98;24.134;22.95;0.562781666;0.726058638;3.6424514883771058;1.6751360709009382;0.5018569756063949;0.2745403756818886
2019-01-04 00:00:00;195.02;104.73;50;5.815349658890706;5;104;50.73;24.134;22.95;0.55460787;0.723891653;3.6424514883771058;1.6751360709009382;0.5018569756063949;0.2745403756818886
2019-01-04 01:00:00;186.84;102.46;50;5.815349658890706;5;102;47.11;24.134;22.95;0.539455014;0.724735774;3.6424504789979215;1.6751360034517804;0.5032124652240861;0.2745404517609743
2019-01-04 02:00:00;189.97;101.18;50;5.815349658890706;5;101;47.07;24.134;22.95;0.524725572;0.72696291;3.642474479678195;1.675135969727456;0.5030590223827603;0.2745386427781278
2019-01-04 03:00:00;196.84;100.82;50;5.815349658890706;5;100;46.94;24.134;22.95;0.507503574;0.725711414;3.642473746646822;1.6751359359594935;0.5037649446513661;0.2745386980277842
2019-01-04 04:00:00;224.83;104.64;50;5.815349658890706;5;104;47.0;24.134;22.95;0.490256006;0.722506688;3.6424514883771058;1.6751360709009382;0.5018569756063949;0.2745403756818886
2019-01-04 05:00:00;221.93;102.08;50;5.815349658890706;5;102;46.91;24.134;22.95;0.47814502;0.718648956;3.6424504789979215;1.6751360034517804;0.5032124652240861;0.2745404517609743
2019-01-04 06:00:00;246.69;103.71;50;5.815349658890706;5;103;49.59;24.134;22.95;0.47074849;0.714627629;3.642450968822616;1.6751360372344817;0.5025347708305133;0.2745404148418406
2019-01-04 07:00:00;248.33;103.65;50;5.815349658890706;5;103;55.32;24.134;22.95;0.466413136;0.717090846;3.642450968822616;1.6751360372344817;0.5025347708305133;0.2745404148418406
2019-01-04 08:00:00;247.07;103.02;50;5.815349658890706;5;103;55.78;24.134;22.95;0.459433901;0.721387603;3.642450968822616;1.6751360372344817;0.5025347708305133;0.2745404148418406
2019-01-04 09:00:00;268.45;105.74;50;5.815349658890706;5;105;55.52;24.134;22.95;0.450649451;0.719081147;3.642452039299752;1.6751361042914723;0.5011783883111377;0.2745403341576318
2019-01-04 10:00:00;267.44;106.38;50;5.815349658890706;5;106;55.23;24.134;22.95;0.437464025;0.720964394;3.642452622548899;1.6751361365226929;0.5004973907740338;0.2745402901968375
2019-01-04 11:00:00;230.54;102.43;50;5.815349658890706;5;102;53.58;24.134;22.95;0.426513141;0.723884872;3.6424504789979215;1.6751360034517804;0.5032124652240861;0.2745404517609743
2019-01-04 12:00:00;218.81;100.96;50;5.815349658890706;5;100;51.74;24.134;22.95;0.415020792;0.723316357;3.642473746646822;1.6751359359594935;0.5037649446513661;0.2745386980277842
2019-01-04 13:00:00;215.12;99.97;50;5.815349658890706;5;99;51.6;24.134;22.95;0.407339914;0.720448521;3.642472971722004;1.675135901888558;0.5044805199632159;0.2745387564350376
2019-01-04 14:00:00;222.36;100.04;50;5.815349658890706;5;100;51.41;24.134;22.95;0.415930256;0.719235648;3.642473746646822;1.6751359359594935;0.5037649446513661;0.2745386980277842
2019-01-04 15:00:00;224.6;99.98;50;5.815349658890706;5;99;51.69;24.134;22.95;0.422698919;0.718391001;3.642472971722004;1.675135901888558;0.5044805199632159;0.2745387564350376
2019-01-04 16:00:00;226.39;98.94;50;5.815349658890706;5;98;52.59;24.134;22.95;0.42567394;0.721768201;3.642472018955495;1.6751358670562966;0.5052046533622626;0.2745388282465186
2019-01-04 17:00:00;227.97;98.96;50;5.815349658890706;5;98;54.66;24.134;22.95;0.424459056;0.724621381;3.642472018955495;1.6751358670562966;0.5052046533622626;0.2745388282465186
2019-01-04 18:00:00;222.28;98.12;50;5.815349658890706;5;98;54.1;24.134;22.95;0.421578653;0.723822056;3.642472018955495;1.6751358670562966;0.5052046533622626;0.2745388282465186
2019-01-04 19:00:00;218.23;97.69;50;5.815349658890706;5;97;51.89;24.134;22.95;0.413254813;0.716828778;3.642471135093296;1.675135832094476;0.5059313065980704;0.2745388948645817
2019-01-04 20:00:00;208.13;95.99;50;5.815349658890706;5;95;46.58;24.134;22.95;0.40612679;0.712935397;3.6424694613826887;1.67513576186545;0.5073785621363227;0.2745390210148601
2019-01-04 21:00:00;203.17;95.75;50;5.815349658890706;5;95;45.43;24.134;22.95;0.38976103;0.703780435;3.6424694613826887;1.67513576186545;0.5073785621363227;0.2745390210148601
2019-01-04 22:00:00;185.5;94.83;50;5.815349658890706;5;94;43.96;24.134;22.95;0.378743149;0.696611165;3.64246865847468;1.6751357264722042;0.5080990972797259;0.2745390815313895
2019-01-04 23:00:00;177.47;95.14;50;5.815349658890706;5;95;31.41;24.134;22.95;0.347545977;0.676372291;3.6424694613826887;1.67513576186545;0.5073785621363227;0.2745390210148601
2019-01-05 00:00:00;167.79;93.77;50;5.568135255035967;5;93;26.9;24.134;22.95;0.321157144;0.658893842;3.6424678564529778;1.6751356908258033;0.5088186438508916;0.2745391419811431
2019-01-05 01:00:00;163.65;93.06;50;5.568135255035967;5;93;25.12;24.134;22.95;0.305030189;0.644239613;3.6424678564529778;1.6751356908258033;0.5088186438508916;0.2745391419811431
2019-01-05 02:00:00;167.24;93.86;50;5.568135255035967;5;93;24.12;24.134;22.95;0.297397965;0.63936812;3.6424678564529778;1.6751356908258033;0.5088186438508916;0.2745391419811431
2019-01-05 03:00:00;168.4;93.41;50;5.568135255035967;5;93;22.04;24.134;22.95;0.285707681;0.63065772;3.6424678564529778;1.6751356908258033;0.5088186438508916;0.2745391419811431
2019-01-05 04:00:00;171.03;92.59;50;5.568135255035967;5;92;18.37;24.134;22.95;0.281445584;0.629018213;3.6424670570618978;1.6751356546237737;0.5095375169710804;0.2745392022326479
2019-01-05 05:00:00;188.86;93.76;50;5.568135255035967;5;93;22.09;24.134;22.95;0.28785411;0.634983498;3.6424678564529778;1.6751356908258033;0.5088186438508916;0.2745391419811431
2019-01-05 06:00:00;210.78;97.14;50;5.568135255035967;5;97;23.35;24.134;22.95;0.294148577;0.645523778;3.642471135093296;1.675135832094476;0.5059313065980704;0.2745388948645817
2019-01-05 07:00:00;213.13;98.4;50;5.568135255035967;5;98;28.76;24.134;22.95;0.322858697;0.669665944;3.642472018955495;1.6751358670562966;0.5052046533622626;0.2745388282465186
2019-01-05 08:00:00;213.33;97.96;50;5.568135255035967;5;97;36.63;24.134;22.95;0.34534664;0.685503377;3.642471135093296;1.675135832094476;0.5059313065980704;0.2745388948645817
2019-01-05 09:00:00;210.84;96.81;50;5.568135255035967;5;96;40.46;24.134;22.95;0.369410848;0.701395365;3.642470263317862;1.6751357970704517;0.506657332755907;0.2745389605716823
2019-01-05 10:00:00;207.7;95.91;50;5.568135255035967;5;95;45.85;24.134;22.95;0.389600372;0.711243735;3.6424694613826887;1.67513576186545;0.5073785621363227;0.2745390210148601
2019-01-05 11:00:00;205.33;95.89;50;5.568135255035967;5;95;49.8;24.134;22.95;0.397894895;0.715424154;3.6424694613826887;1.67513576186545;0.5073785621363227;0.2745390210148601
2019-01-05 12:00:00;205.31;96.68;50;5.568135255035967;5;96;51.36;24.134;22.95;0.407514366;0.718326659;3.642470263317862;1.6751357970704517;0.506657332755907;0.2745389605716823
2019-01-05 13:00:00;204.76;96.98;50;5.568135255035967;5;96;51.74;24.134;22.95;0.41758467;0.723592049;3.642470263317862;1.6751357970704517;0.506657332755907;0.2745389605716823
2019-01-05 14:00:00;205.16;98.6;50;5.568135255035967;5;98;51.92;24.134;22.95;0.428967972;0.721591038;3.642472018955495;1.6751358670562966;0.5052046533622626;0.2745388282465186
2019-01-05 15:00:00;205.7;99.22;50;5.568135255035967;5;99;53.22;24.134;22.95;0.442823606;0.719517957;3.642472971722004;1.675135901888558;0.5044805199632159;0.2745387564350376
2019-01-05 16:00:00;206.59;98.33;50;5.568135255035967;5;98;56.62;24.134;22.95;0.450947099;0.718696866;3.642472018955495;1.6751358670562966;0.5052046533622626;0.2745388282465186
2019-01-05 17:00:00;206.06;97.71;50;5.568135255035967;5;97;56.92;24.134;22.95;0.460235032;0.72009972;3.642471135093296;1.675135832094476;0.5059313065980704;0.2745388948645817
2019-01-05 18:00:00;206.81;97.2;50;5.568135255035967;5;97;61.64;24.134;22.95;0.4565029;0.718228644;3.642471135093296;1.675135832094476;0.5059313065980704;0.2745388948645817
2019-01-05 19:00:00;215.87;98.98;50;5.568135255035967;5;98;59.44;24.134;22.95;0.45760465;0.716401107;3.642472018955495;1.6751358670562966;0.5052046533622626;0.2745388282465186
2019-01-05 20:00:00;214.25;100.19;50;5.568135255035967;5;100;52.75;24.134;22.95;0.454790947;0.718339815;3.642473746646822;1.6751359359594935;0.5037649446513661;0.2745386980277842
2019-01-05 21:00:00;211.88;102.29;50;5.568135255035967;5;102;51.9;24.134;22.95;0.445799508;0.712397436;3.6424504789979215;1.6751360034517804;0.5032124652240861;0.2745404517609743
2019-01-05 22:00:00;196.15;101.27;50;5.568135255035967;5;101;51.38;24.134;22.95;0.448361507;0.708875163;3.642474479678195;1.675135969727456;0.5030590223827603;0.2745386427781278
2019-01-05 23:00:00;179.63;98.09;50;5.568135255035967;5;98;49.96;24.134;22.95;0.444652316;0.704541754;3.642472018955495;1.6751358670562966;0.5052046533622626;0.2745388282465186
2019-01-06 00:00:00;178.87;98.0;50;5.3279703961566;5;98;50.29;24.134;22.95;0.443573897;0.699481242;3.642472018955495;1.6751358670562966;0.5052046533622626;0.2745388282465186
2019-01-06 01:00:00;187.94;98.62;50;5.3279703961566;5;98;47.72;24.134;22.95;0.4533902;0.70376163;3.642472018955495;1.6751358670562966;0.5052046533622626;0.2745388282465186
2019-01-06 02:00:00;203.97;102.7;50;5.3279703961566;5;102;48.38;24.134;22.95;0.467402304;0.708227382;3.6424504789979215;1.6751360034517804;0.5032124652240861;0.2745404517609743
2019-01-06 03:00:00;201.34;105.35;50;5.3279703961566;5;105;48.02;24.134;22.95;0.468506894;0.706607249;3.642452039299752;1.6751361042914723;0.5011783883111377;0.2745403341576318
2019-01-06 04:00:00;199.17;106.0;50;5.3279703961566;5;106;44.23;24.134;22.95;0.470672821;0.703414509;3.642452622548899;1.6751361365226929;0.5004973907740338;0.2745402901968375
2019-01-06 05:00:00;198.8;105.29;50;5.3279703961566;5;105;47.17;24.134;22.95;0.479089182;0.705966932;3.642452039299752;1.6751361042914723;0.5011783883111377;0.2745403341576318
2019-01-06 06:00:00;199.03;104.25;50;5.3279703961566;5;104;48.19;24.134;22.95;0.493865584;0.710322465;3.6424514883771058;1.6751360709009382;0.5018569756063949;0.2745403756818886
2019-01-06 07:00:00;189.62;101.97;50;5.3279703961566;5;101;49.11;24.134;22.95;0.517444514;0.720519355;3.642474479678195;1.675135969727456;0.5030590223827603;0.2745386427781278
2019-01-06 08:00:00;195.62;99.69;50;5.3279703961566;5;99;50.44;24.134;22.95;0.526311056;0.720462037;3.642472971722004;1.675135901888558;0.5044805199632159;0.2745387564350376
2019-01-06 09:00:00;213.12;99.27;50;5.3279703961566;5;99;53.4;24.134;22.95;0.535506119;0.720114704;3.642472971722004;1.675135901888558;0.5044805199632159;0.2745387564350376
2019-01-06 10:00:00;220.22;99.12;50;5.3279703961566;5;99;56.55;24.134;22.95;0.537272575;0.723427816;3.642472971722004;1.675135901888558;0.5044805199632159;0.2745387564350376
2019-01-06 11:00:00;219.77;98.56;50;5.3279703961566;5;98;60.02;24.134;22.95;0.542946957;0.72742737;3.642472018955495;1.6751358670562966;0.5052046533622626;0.2745388282465186
2019-01-06 12:00:00;217.95;98.98;50;5.3279703961566;5;98;60.22;24.134;22.95;0.543465868;0.728609002;3.642472018955495;1.6751358670562966;0.5052046533622626;0.2745388282465186
2019-01-06 13:00:00;214.46;98.93;50;5.3279703961566;5;98;55.0;24.134;22.95;0.542766538;0.729607587;3.642472018955495;1.6751358670562966;0.5052046533622626;0.2745388282465186
2019-01-06 14:00:00;214.66;98.83;50;5.3279703961566;5;98;52.39;24.134;22.95;0.54826165;0.729000141;3.642472018955495;1.6751358670562966;0.5052046533622626;0.2745388282465186
2019-01-06 15:00:00;213.51;98.27;50;5.3279703961566;5;98;51.57;24.134;22.95;0.560037953;0.730294777;3.642472018955495;1.6751358670562966;0.5052046533622626;0.2745388282465186
2019-01-06 16:00:00;213.93;97.77;50;5.3279703961566;5;97;54.71;24.134;22.95;0.561679048;0.7305054;3.642471135093296;1.675135832094476;0.5059313065980704;0.2745388948645817
2019-01-06 17:00:00;211.67;97.29;50;5.3279703961566;5;97;63.43;24.134;22.95;0.556720532;0.72664889;3.642471135093296;1.675135832094476;0.5059313065980704;0.2745388948645817
2019-01-06 18:00:00;211.86;97.12;50;5.3279703961566;5;97;67.37;24.134;22.95;0.551698012;0.728138114;3.642471135093296;1.675135832094476;0.5059313065980704;0.2745388948645817
2019-01-06 19:00:00;211.22;96.91;50;5.3279703961566;5;96;67.2;24.134;22.95;0.547781231;0.731277223;3.642470263317862;1.6751357970704517;0.506657332755907;0.2745389605716823
2019-01-06 20:00:00;210.42;97.82;50;5.3279703961566;5;97;66.03;24.134;22.95;0.548502449;0.736183477;3.642471135093296;1.675135832094476;0.5059313065980704;0.2745388948645817
2019-01-06 21:00:00;210.43;100.1;50;5.3279703961566;5;100;55.36;24.134;22.95;0.547649102;0.736786163;3.642473746646822;1.6751359359594935;0.5037649446513661;0.2745386980277842
2019-01-06 22:00:00;189.36;100.32;50;5.3279703961566;5;100;58.59;24.134;22.95;0.54550918;0.73732391;3.642473746646822;1.6751359359594935;0.5037649446513661;0.2745386980277842
2019-01-06 23:00:00;178.8;100.56;50;5.3279703961566;5;100;53.7;24.134;22.95;0.541717669;0.735265135;3.642473746646822;1.6751359359594935;0.5037649446513661;0.2745386980277842
2019-01-07 00:00:00;166.4;99.49;50;5.052487175677274;5;99;46.03;24.134;22.95;0.53649973;0.734461517;3.642472971722004;1.675135901888558;0.5044805199632159;0.2745387564350376
2019-01-07 01:00:00;154.17;96.79;50;5.052487175677274;5;96;47.98;24.134;22.95;0.531027087;0.73173533;3.642470263317862;1.6751357970704517;0.506657332755907;0.2745389605716823
