;heat pump 1;heat pump 2;heat pump 3;heat pump 4;heat pump 5;heat pump 6;heat pump 7;sub heat pump 1;sub heat pump 2;sub heat pump 3;sub heat pump 4;sub heat pump 5;sub heat pump 6;sub heat pump 7;ccet;plb;st-tes;sub st-tes
invest;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;421246099.58743465;3300000.0;2210858.25;407572.81008
op_cost_fix;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;14025580.36126345;107250.0;25416.0;2540.376
op_cost_var;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;10631488.049081262;125264.33718834331;3690.2715822027594;80.40030688911673
op_cost;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;24657068.410344712;232514.3371883433;29106.27158220276;2620.7763068891168
