;heat pump 1;heat pump 2;heat pump 3;heat pump 4;heat pump 5;heat pump 6;heat pump 7;sub heat pump 1;sub heat pump 2;sub heat pump 3;sub heat pump 4;sub heat pump 5;sub heat pump 6;sub heat pump 7;ccet;plb;st-tes;sub st-tes
invest;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;421246099.58743465;3300000.0;2210858.25;407572.81008
op_cost_fix;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;14025580.36126345;107250.0;25416.0;2540.376
op_cost_var;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;10631873.551537368;124961.66860561451;3688.210483607377;79.80425886162865
op_cost;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;24657453.91280082;232211.6686056145;29104.210483607378;2620.1802588616288
