;heat pump 1;heat pump 2;heat pump 3;heat pump 4;heat pump 5;heat pump 6;heat pump 7;ice;solar;s-tes
invest;7137863.555637933;6300400.7567234365;5153264.51110869;4986722.79179582;4511409.205125218;2980349.0269911196;1965506.0273504902;0.0;32637015.8804664;10593955.768677086
op_cost_fix;87360.20969040478;74586.15906700346;57088.57410870445;54548.26741547771;47298.1784252674;23944.496030886043;8464.816373452806;0.0;8167.6511665839125;377512.7524919116
op_cost_var;73475.44213386907;63105.58050856883;48249.539915012654;46760.70696086329;41118.13938602401;20207.024515658573;6822.784525509021;2.3242368887746372e-08;19057.85272202913;2283.197616019273
op_cost;160835.65182427387;137691.7395755723;105338.1140237171;101308.97437634101;88416.3178112914;44151.52054654462;15287.600898961828;2.3242368887746372e-08;27225.503888613042;379795.95010793087
