;heat pump 1;heat pump 2;heat pump 3;heat pump 4;heat pump 5;heat pump 6;heat pump 7;ice;solar;s-tes
invest;10545914.256807778;9719670.334676657;8339316.653373305;8238565.316540601;6954612.472156746;6880763.423980337;5473590.168724422;0.0;32637015.8804664;9109464.04683352
op_cost_fix;46049.84051661524;40507.97089986729;31249.518375278243;30573.748475513356;21961.885722834864;21466.557666128567;12028.218091189474;0.0;8167.6511665839125;323648.7567791553
op_cost_var;67098.8894145071;59000.45075517593;45584.92327495105;44646.542087792026;31727.858598565632;31281.794519985182;17322.24660386616;0.0;19057.85272202913;1703.5965367465694
op_cost;113148.72993112233;99508.42165504322;76834.44165022929;75220.29056330537;53689.744321400496;52748.35218611375;29350.464695055634;0.0;27225.503888613042;325352.3533159019
