;cap_hp1;cap_hp2;cap_hp3;cap_hp4;cap_hp5;cap_hp6;cap_hp7;cap_ice;cap_s-tes;cap_sol
0;38.962516867804176;17.044493138215163;14.03954895491813;8.001008486628649;3.222294894113457;0.6540456895969154;0.0;0.0;122715.70524077099;161805.10297604848
