;heat pump 1;heat pump 2;heat pump 3;heat pump 4;heat pump 5;heat pump 6;heat pump 7;ice;solar;s-tes
invest;12057192.325862525;6106119.236202215;5290231.696076554;3650677.139287317;2353184.5270670108;1655866.241572734;0.0;0.0;32637015.8804664;10335838.819306947
op_cost_fix;155850.0674712167;68177.97255286065;56158.195819672525;32004.033946514595;12889.179576453827;2616.1827583876616;0.0;0.0;8167.6511665839125;368147.11572231294
op_cost_var;143929.32902123954;62233.38690140181;50617.69441166067;28602.612750378645;11298.62081952818;2227.927055070669;0.0;0.0;19057.85272202913;2210.3089705164025
op_cost;299779.3964924562;130411.35945426246;106775.8902313332;60606.64669689324;24187.800395982005;4844.109813458331;0.0;0.0;27225.503888613042;370357.4246928294
