;cap_hp1;cap_hp2;cap_hp3;cap_hp4;cap_hp5;cap_hp6;cap_hp7;cap_ice;cap_s-tes;cap_sol
0;11.512460129153808;10.126992724966822;7.812379593819561;7.643437118878339;5.490471430708716;5.366639416532141;3.0070545227973686;0.0;107882.9189263851;161805.10297604848
