;cap_hp1;cap_hp2;cap_hp3;cap_hp4;cap_hp5;cap_hp6;cap_hp7;cap_ice;cap_s-tes;cap_sol
0;21.840052422601193;18.646539766750866;14.272143527176112;13.637066853869428;11.824544606316849;5.986124007721511;2.1162040933632014;0.0;125837.58416397053;161805.10297604848
